variant,order,rung,task,dataset,role,control_value,variant_value,delta_vs_matched40k,control_model,variant_model
sequential,A,2,static_lp,midterm,heldout,0.7108482142857143,0.7202928571428572,0.00944464285714286,matched40k__nm_ladder_h2m_ordA_r2,sequential__nm_ladder_seq_h2m_r2
sequential,A,2,static_lp,twibot20,heldout,0.8174142857142858,0.8033234693877551,-0.014090816326530642,matched40k__nm_ladder_h2m_ordA_r2,sequential__nm_ladder_seq_h2m_r2
sequential,A,2,static_lp,ukr_rus_twitter,incumbent,0.7669479591836734,0.7463826530612245,-0.02056530612244889,matched40k__nm_ladder_h2m_ordA_r2,sequential__nm_ladder_seq_h2m_r2
sequential,A,3,static_lp,covid19_twitter,incumbent,0.8810892857142857,0.7979994897959184,-0.08308979591836729,matched40k__nm_ladder_h2m_ordA_r3,sequential__nm_ladder_seq_h2m_r3
sequential,A,3,static_lp,cp_hk_twitter,heldout,0.5607147959183674,0.5213642857142857,-0.039350510204081646,matched40k__nm_ladder_h2m_ordA_r3,sequential__nm_ladder_seq_h2m_r3
sequential,A,3,static_lp,midterm,newcomer,0.7105086734693877,0.6838739795918367,-0.02663469387755102,matched40k__nm_ladder_h2m_ordA_r3,sequential__nm_ladder_seq_h2m_r3
sequential,A,3,static_lp,twibot20,heldout,0.815968112244898,0.7456698979591837,-0.07029821428571426,matched40k__nm_ladder_h2m_ordA_r3,sequential__nm_ladder_seq_h2m_r3
sequential,A,3,static_lp,ukr_rus_twitter,incumbent,0.7545926020408164,0.6345229591836735,-0.12006964285714283,matched40k__nm_ladder_h2m_ordA_r3,sequential__nm_ladder_seq_h2m_r3
sequential,A,4,static_lp,covid19_twitter,incumbent,0.8635744897959183,0.7658617346938775,-0.0977127551020408,matched40k__nm_ladder_h2m_ordA_r4,sequential__nm_ladder_seq_h2m_r4
sequential,A,4,static_lp,cp_hk_twitter,heldout,0.5659785714285714,0.5361530612244898,-0.02982551020408164,matched40k__nm_ladder_h2m_ordA_r4,sequential__nm_ladder_seq_h2m_r4
sequential,A,4,static_lp,midterm,incumbent,0.7270285714285715,0.6731948979591836,-0.05383367346938783,matched40k__nm_ladder_h2m_ordA_r4,sequential__nm_ladder_seq_h2m_r4
sequential,A,4,static_lp,twibot20,heldout,0.7985979591836735,0.7152770408163265,-0.08332091836734701,matched40k__nm_ladder_h2m_ordA_r4,sequential__nm_ladder_seq_h2m_r4
sequential,A,4,static_lp,ukr_rus_twitter,incumbent,0.747455612244898,0.6357908163265306,-0.11166479591836742,matched40k__nm_ladder_h2m_ordA_r4,sequential__nm_ladder_seq_h2m_r4
sequential,A,5,static_lp,covid19_twitter,incumbent,0.8800505102040816,0.6281734693877551,-0.25187704081632656,matched40k__nm_ladder_h2m_ordA_r5,sequential__nm_ladder_seq_h2m_r5
sequential,A,5,static_lp,cp_hk_twitter,heldout,0.5566436224489796,0.49460561224489796,-0.06203801020408162,matched40k__nm_ladder_h2m_ordA_r5,sequential__nm_ladder_seq_h2m_r5
sequential,A,5,static_lp,midterm,incumbent,0.7289959183673469,0.6634117346938776,-0.0655841836734693,matched40k__nm_ladder_h2m_ordA_r5,sequential__nm_ladder_seq_h2m_r5
sequential,A,5,static_lp,twibot20,heldout,0.8248301020408163,0.6140915816326531,-0.2107385204081632,matched40k__nm_ladder_h2m_ordA_r5,sequential__nm_ladder_seq_h2m_r5
sequential,A,5,static_lp,ukr_rus_twitter,incumbent,0.7617158163265306,0.5351341836734694,-0.2265816326530612,matched40k__nm_ladder_h2m_ordA_r5,sequential__nm_ladder_seq_h2m_r5
sequential,A,6,static_lp,covid19_twitter,incumbent,0.8442448979591837,0.6977339285714286,-0.1465109693877551,matched40k__nm_ladder_h2m_ordA_r6,sequential__nm_ladder_seq_h2m_r6
sequential,A,6,static_lp,cp_hk_twitter,heldout,0.5436918367346939,0.49217755102040817,-0.051514285714285735,matched40k__nm_ladder_h2m_ordA_r6,sequential__nm_ladder_seq_h2m_r6
sequential,A,6,static_lp,midterm,incumbent,0.7044964285714286,0.5814747448979591,-0.12302168367346944,matched40k__nm_ladder_h2m_ordA_r6,sequential__nm_ladder_seq_h2m_r6
sequential,A,6,static_lp,twibot20,heldout,0.7942908163265306,0.6091961734693877,-0.18509464285714294,matched40k__nm_ladder_h2m_ordA_r6,sequential__nm_ladder_seq_h2m_r6
sequential,A,6,static_lp,ukr_rus_twitter,incumbent,0.7191510204081633,0.5969507653061225,-0.1222002551020408,matched40k__nm_ladder_h2m_ordA_r6,sequential__nm_ladder_seq_h2m_r6
sequential,A,7,static_lp,covid19_twitter,incumbent,0.8669346938775511,0.8059836734693877,-0.06095102040816336,matched40k__nm_ladder_h2m_ordA_r7,sequential__nm_ladder_seq_h2m_r7
sequential,A,7,static_lp,cp_hk_twitter,heldout,0.5585357142857142,0.5168341836734693,-0.04170153061224491,matched40k__nm_ladder_h2m_ordA_r7,sequential__nm_ladder_seq_h2m_r7
sequential,A,7,static_lp,midterm,incumbent,0.7062377551020408,0.6657010204081633,-0.04053673469387753,matched40k__nm_ladder_h2m_ordA_r7,sequential__nm_ladder_seq_h2m_r7
sequential,A,7,static_lp,twibot20,newcomer,0.8212255102040816,0.8196433673469388,-0.0015821428571428653,matched40k__nm_ladder_h2m_ordA_r7,sequential__nm_ladder_seq_h2m_r7
sequential,A,7,static_lp,ukr_rus_twitter,incumbent,0.729068112244898,0.6558410714285714,-0.07322704081632658,matched40k__nm_ladder_h2m_ordA_r7,sequential__nm_ladder_seq_h2m_r7
sequential,A,8,static_lp,covid19_twitter,incumbent,0.8551438775510204,0.707534693877551,-0.14760918367346942,matched40k__nm_ladder_h2m_ordA_r8,sequential__nm_ladder_seq_h2m_r8
sequential,A,8,static_lp,cp_hk_twitter,newcomer,0.5587581632653061,0.5312206632653061,-0.027537499999999993,matched40k__nm_ladder_h2m_ordA_r8,sequential__nm_ladder_seq_h2m_r8
sequential,A,8,static_lp,midterm,incumbent,0.7064035714285715,0.6090989795918368,-0.09730459183673468,matched40k__nm_ladder_h2m_ordA_r8,sequential__nm_ladder_seq_h2m_r8
sequential,A,8,static_lp,twibot20,incumbent,0.8129150510204082,0.6307257653061225,-0.18218928571428572,matched40k__nm_ladder_h2m_ordA_r8,sequential__nm_ladder_seq_h2m_r8
sequential,A,8,static_lp,ukr_rus_twitter,incumbent,0.7350484693877551,0.5824321428571428,-0.1526163265306123,matched40k__nm_ladder_h2m_ordA_r8,sequential__nm_ladder_seq_h2m_r8
split,A,1,static_lp,covid19_twitter,heldout,0.8777173469387755,0.8788540816326531,0.0011367346938776501,matched40k__nm_ladder_h2m_ordA_r1,split__nm_ladder_tts_h2m_r1
split,A,1,static_lp,cp_hk_twitter,heldout,0.5700869897959183,0.5758015306122449,0.005714540816326608,matched40k__nm_ladder_h2m_ordA_r1,split__nm_ladder_tts_h2m_r1
split,A,1,static_lp,midterm,heldout,0.709722193877551,0.7102275510204081,0.0005053571428571546,matched40k__nm_ladder_h2m_ordA_r1,split__nm_ladder_tts_h2m_r1
split,A,1,static_lp,twibot20,heldout,0.7956642857142857,0.8246956632653061,0.029031377551020365,matched40k__nm_ladder_h2m_ordA_r1,split__nm_ladder_tts_h2m_r1
split,A,1,static_lp,ukr_rus_twitter,newcomer,0.7700862244897959,0.7849755102040816,0.014889285714285716,matched40k__nm_ladder_h2m_ordA_r1,split__nm_ladder_tts_h2m_r1
split,A,2,static_lp,covid19_twitter,newcomer,0.8798551020408163,0.8937390306122449,0.013883928571428616,matched40k__nm_ladder_h2m_ordA_r2,split__nm_ladder_tts_h2m_r2
split,A,2,static_lp,cp_hk_twitter,heldout,0.5617992346938776,0.5589946428571428,-0.00280459183673476,matched40k__nm_ladder_h2m_ordA_r2,split__nm_ladder_tts_h2m_r2
split,A,2,static_lp,midterm,heldout,0.7108482142857143,0.7084295918367347,-0.0024186224489796126,matched40k__nm_ladder_h2m_ordA_r2,split__nm_ladder_tts_h2m_r2
split,A,2,static_lp,twibot20,heldout,0.8174142857142858,0.8048441326530612,-0.012570153061224554,matched40k__nm_ladder_h2m_ordA_r2,split__nm_ladder_tts_h2m_r2
split,A,2,static_lp,ukr_rus_twitter,incumbent,0.7669479591836734,0.7585301020408163,-0.008417857142857144,matched40k__nm_ladder_h2m_ordA_r2,split__nm_ladder_tts_h2m_r2
split,A,3,static_lp,covid19_twitter,incumbent,0.8810892857142857,0.8838520408163265,0.002762755102040826,matched40k__nm_ladder_h2m_ordA_r3,split__nm_ladder_tts_h2m_r3
split,A,3,static_lp,cp_hk_twitter,heldout,0.5607147959183674,0.5636576530612245,0.002942857142857136,matched40k__nm_ladder_h2m_ordA_r3,split__nm_ladder_tts_h2m_r3
split,A,3,static_lp,midterm,newcomer,0.7105086734693877,0.7277030612244898,0.01719438775510207,matched40k__nm_ladder_h2m_ordA_r3,split__nm_ladder_tts_h2m_r3
split,A,3,static_lp,twibot20,heldout,0.815968112244898,0.8323260204081633,0.016357908163265322,matched40k__nm_ladder_h2m_ordA_r3,split__nm_ladder_tts_h2m_r3
split,A,3,static_lp,ukr_rus_twitter,incumbent,0.7545926020408164,0.7709533163265306,0.016360714285714284,matched40k__nm_ladder_h2m_ordA_r3,split__nm_ladder_tts_h2m_r3
split,A,4,static_lp,covid19_twitter,incumbent,0.8635744897959183,0.8559770408163265,-0.007597448979591803,matched40k__nm_ladder_h2m_ordA_r4,split__nm_ladder_tts_h2m_r4
split,A,4,static_lp,cp_hk_twitter,heldout,0.5659785714285714,0.5405954081632653,-0.025383163265306097,matched40k__nm_ladder_h2m_ordA_r4,split__nm_ladder_tts_h2m_r4
split,A,4,static_lp,midterm,incumbent,0.7270285714285715,0.7289525510204081,0.0019239795918366553,matched40k__nm_ladder_h2m_ordA_r4,split__nm_ladder_tts_h2m_r4
split,A,4,static_lp,twibot20,heldout,0.7985979591836735,0.8079505102040816,0.009352551020408106,matched40k__nm_ladder_h2m_ordA_r4,split__nm_ladder_tts_h2m_r4
split,A,4,static_lp,ukr_rus_twitter,incumbent,0.747455612244898,0.7213785714285714,-0.026077040816326558,matched40k__nm_ladder_h2m_ordA_r4,split__nm_ladder_tts_h2m_r4
split,A,5,static_lp,covid19_twitter,incumbent,0.8800505102040816,0.8537867346938776,-0.02626377551020409,matched40k__nm_ladder_h2m_ordA_r5,split__nm_ladder_tts_h2m_r5
split,A,5,static_lp,cp_hk_twitter,heldout,0.5566436224489796,0.5613446428571428,0.004701020408163226,matched40k__nm_ladder_h2m_ordA_r5,split__nm_ladder_tts_h2m_r5
split,A,5,static_lp,midterm,incumbent,0.7289959183673469,0.7189204081632653,-0.010075510204081595,matched40k__nm_ladder_h2m_ordA_r5,split__nm_ladder_tts_h2m_r5
split,A,5,static_lp,twibot20,heldout,0.8248301020408163,0.8101877551020408,-0.01464234693877553,matched40k__nm_ladder_h2m_ordA_r5,split__nm_ladder_tts_h2m_r5
split,A,5,static_lp,ukr_rus_twitter,incumbent,0.7617158163265306,0.7537719387755102,-0.00794387755102044,matched40k__nm_ladder_h2m_ordA_r5,split__nm_ladder_tts_h2m_r5
split,A,6,static_lp,covid19_twitter,incumbent,0.8442448979591837,0.8492780612244898,0.005033163265306118,matched40k__nm_ladder_h2m_ordA_r6,split__nm_ladder_tts_h2m_r6
split,A,6,static_lp,cp_hk_twitter,heldout,0.5436918367346939,0.5536744897959184,0.009982653061224478,matched40k__nm_ladder_h2m_ordA_r6,split__nm_ladder_tts_h2m_r6
split,A,6,static_lp,midterm,incumbent,0.7044964285714286,0.6953382653061224,-0.009158163265306163,matched40k__nm_ladder_h2m_ordA_r6,split__nm_ladder_tts_h2m_r6
split,A,6,static_lp,twibot20,heldout,0.7942908163265306,0.780030612244898,-0.014260204081632644,matched40k__nm_ladder_h2m_ordA_r6,split__nm_ladder_tts_h2m_r6
split,A,6,static_lp,ukr_rus_twitter,incumbent,0.7191510204081633,0.7223211734693877,0.003170153061224479,matched40k__nm_ladder_h2m_ordA_r6,split__nm_ladder_tts_h2m_r6
split,A,7,static_lp,covid19_twitter,incumbent,0.8669346938775511,0.856084693877551,-0.010850000000000026,matched40k__nm_ladder_h2m_ordA_r7,split__nm_ladder_tts_h2m_r7
split,A,7,static_lp,cp_hk_twitter,heldout,0.5585357142857142,0.5483739795918368,-0.010161734693877489,matched40k__nm_ladder_h2m_ordA_r7,split__nm_ladder_tts_h2m_r7
split,A,7,static_lp,midterm,incumbent,0.7062377551020408,0.7026625,-0.0035752551020408196,matched40k__nm_ladder_h2m_ordA_r7,split__nm_ladder_tts_h2m_r7
split,A,7,static_lp,twibot20,newcomer,0.8212255102040816,0.8249260204081633,0.003700510204081686,matched40k__nm_ladder_h2m_ordA_r7,split__nm_ladder_tts_h2m_r7
split,A,7,static_lp,ukr_rus_twitter,incumbent,0.729068112244898,0.7293566326530613,0.00028852040816329527,matched40k__nm_ladder_h2m_ordA_r7,split__nm_ladder_tts_h2m_r7
split,A,8,static_lp,covid19_twitter,incumbent,0.8551438775510204,0.8571117346938776,0.001967857142857188,matched40k__nm_ladder_h2m_ordA_r8,split__nm_ladder_tts_h2m_r8
split,A,8,static_lp,cp_hk_twitter,newcomer,0.5587581632653061,0.5617392857142857,0.002981122448979523,matched40k__nm_ladder_h2m_ordA_r8,split__nm_ladder_tts_h2m_r8
split,A,8,static_lp,midterm,incumbent,0.7064035714285715,0.7068173469387755,0.0004137755102040508,matched40k__nm_ladder_h2m_ordA_r8,split__nm_ladder_tts_h2m_r8
split,A,8,static_lp,twibot20,incumbent,0.8129150510204082,0.8183877551020409,0.0054727040816326955,matched40k__nm_ladder_h2m_ordA_r8,split__nm_ladder_tts_h2m_r8
split,A,8,static_lp,ukr_rus_twitter,incumbent,0.7350484693877551,0.7299137755102041,-0.005134693877551055,matched40k__nm_ladder_h2m_ordA_r8,split__nm_ladder_tts_h2m_r8
