model,dataset,shots,target,task,split,run,roc_auc,accuracy,f1
nm_matrix_merged,twibot20,3,,classification,test,eval_nm_matrix_merged_to_twibot20_pl_3shot_02_07_2026_08_22_27,0.5590434166666667,0.54075,0.5362282251956577
nm_xsrc_within_source,twibot20,3,,classification,test,eval_nm_xsrc_within_source_to_twibot20_pl_3shot_02_07_2026_08_23_56,0.5676333055555555,0.5465,0.5661670918367347
nm_cm_covid,twibot20,3,,classification,test,eval_nm_cm_covid_to_twibot20_pl_3shot_02_07_2026_08_25_23,0.5754113055555555,0.5505833333333333,0.5360061946141271
nm_cm_midterm,twibot20,3,,classification,test,eval_nm_cm_midterm_to_twibot20_pl_3shot_02_07_2026_08_26_48,0.5433103472222223,0.536,0.5331991951710262
nm_cm_merged,twibot20,3,,classification,test,eval_nm_cm_merged_to_twibot20_pl_3shot_02_07_2026_08_28_42,0.569515611111111,0.5501666666666667,0.558842759071592
nm_cm_within,twibot20,3,,classification,test,eval_nm_cm_within_to_twibot20_pl_3shot_02_07_2026_08_30_15,0.5840238055555556,0.5551666666666667,0.5638176172577218
nm_cm_within_balanced,twibot20,3,,classification,test,eval_nm_cm_within_balanced_to_twibot20_pl_3shot_02_07_2026_08_31_38,0.5600202638888888,0.54375,0.5467340011590364
cp_hk_twitter_nm_bio_best,covid_political,3,,classification,test,eval_cp_hk_twitter_nm_bio_best_to_covid_political_pl_3shot_02_07_2026_10_28_00,0.6089787361111112,0.5725,0.5964443045940844
cp_hk_twitter_nm_bio_best,twibot20,3,,classification,test,eval_cp_hk_twitter_nm_bio_best_to_twibot20_pl_3shot_02_07_2026_10_28_00,0.6054332222222223,0.5803333333333334,0.6056999686814908
cp_hk_twitter_nm_bio_best,ukr_rus_suspended,3,,classification,test,eval_cp_hk_twitter_nm_bio_best_to_ukr_rus_suspended_pl_3shot_02_07_2026_10_28_14,0.530816,0.538,0.5157232704402516
cp_hk_twitter_nm_bio_best,election2020,3,,classification,test,eval_cp_hk_twitter_nm_bio_best_to_election2020_pl_3shot_02_07_2026_10_28_14,0.6973119999999999,0.652,0.6258064516129033
nm_twibot20,covid_political,3,,classification,test,eval_nm_twibot20_to_covid_political_pl_3shot_02_07_2026_11_07_02,0.7776687638888888,0.7066666666666667,0.7072034603227416
nm_twibot20,election2020,3,,classification,test,eval_nm_twibot20_to_election2020_pl_3shot_02_07_2026_11_07_51,0.970828,0.943,0.9432835820895522
nm_twibot20,ukr_rus_suspended,3,,classification,test,eval_nm_twibot20_to_ukr_rus_suspended_pl_3shot_02_07_2026_11_08_24,0.5170800000000001,0.512,0.5361216730038023
nm_twibot20,twibot20,3,,classification,test,eval_nm_twibot20_to_twibot20_pl_3shot_02_07_2026_11_09_44,0.5512372361111111,0.5343333333333333,0.5782004830917874
task_transfer_covid_nm,twibot20,3,,classification,test,eval_task_transfer_covid_nm_to_twibot20_pl_3shot_07_07_2026_09_23_41,0.5953239305555555,0.57,0.5722102470568728
task_transfer_covid_cl,twibot20,3,,classification,test,eval_task_transfer_covid_cl_to_twibot20_pl_3shot_07_07_2026_09_23_58,0.6070846111111111,0.5863333333333334,0.5830673609944566
task_transfer_covid_fp,twibot20,3,,classification,test,eval_task_transfer_covid_fp_to_twibot20_pl_3shot_07_07_2026_09_23_58,0.6727388888888889,0.6014166666666667,0.6894357509252645
B0_step20000,election2020,10,,classification,test,eval_B0_step20000_to_election2020_pl_10shot_09_07_2026_08_12_33,0.9817920000000001,0.969,0.9695780176643768
B0_step40000,election2020,10,,classification,test,eval_B0_step40000_to_election2020_pl_10shot_09_07_2026_08_12_33,0.980504,0.97,0.9703557312252964
B0_step60000,election2020,10,,classification,test,eval_B0_step60000_to_election2020_pl_10shot_09_07_2026_08_12_33,0.9829019999999999,0.972,0.9723865877712031
B0_step20000,twibot20,10,,classification,test,eval_B0_step20000_to_twibot20_pl_10shot_09_07_2026_08_12_48,0.6108435138888889,0.5805,0.5743277524099442
B0_step40000,twibot20,10,,classification,test,eval_B0_step40000_to_twibot20_pl_10shot_09_07_2026_08_12_48,0.6045208194444445,0.5744166666666667,0.5931001513823599
B0_step110000,election2020,10,,classification,test,eval_B0_step110000_to_election2020_pl_10shot_09_07_2026_08_12_48,0.983488,0.961,0.9608040201005025
B0_step60000,twibot20,10,,classification,test,eval_B0_step60000_to_twibot20_pl_10shot_09_07_2026_08_13_02,0.6081597083333333,0.57675,0.5939074118493644
B0_step110000,twibot20,10,,classification,test,eval_B0_step110000_to_twibot20_pl_10shot_09_07_2026_08_13_04,0.5975488055555556,0.5681666666666667,0.5570182937254231
E1_step20000,election2020,10,,classification,test,eval_E1_step20000_to_election2020_pl_10shot_09_07_2026_08_14_29,0.9762120000000001,0.943,0.9435084241823588
E1_step40000,election2020,10,,classification,test,eval_E1_step40000_to_election2020_pl_10shot_09_07_2026_08_14_29,0.9525520000000001,0.892,0.8928571428571429
E1_step60000,election2020,10,,classification,test,eval_E1_step60000_to_election2020_pl_10shot_09_07_2026_08_14_29,0.9343999999999999,0.866,0.8681102362204725
E1_step110000,election2020,10,,classification,test,eval_E1_step110000_to_election2020_pl_10shot_09_07_2026_08_14_43,0.931886,0.859,0.8681010289990645
E1_step40000,twibot20,10,,classification,test,eval_E1_step40000_to_twibot20_pl_10shot_09_07_2026_08_14_43,0.6044130694444445,0.5771666666666667,0.580591833360886
E1_step20000,twibot20,10,,classification,test,eval_E1_step20000_to_twibot20_pl_10shot_09_07_2026_08_14_44,0.6123153055555555,0.5795833333333333,0.582125403793589
E1_step60000,twibot20,10,,classification,test,eval_E1_step60000_to_twibot20_pl_10shot_09_07_2026_08_14_58,0.6115826666666666,0.58,0.5706253194752087
E1_step110000,twibot20,10,,classification,test,eval_E1_step110000_to_twibot20_pl_10shot_09_07_2026_08_15_00,0.6163292916666666,0.5783333333333334,0.5647686220540169
B1,twibot20,10,,classification,test,eval_B1_to_twibot20_pl_10shot_09_07_2026_08_42_37,0.5784468055555556,0.5603333333333333,0.5530328702134869
B1,election2020,10,,classification,test,eval_B1_to_election2020_pl_10shot_09_07_2026_08_42_37,0.985076,0.969,0.9694581280788177
B0,twibot20,10,,classification,test,eval_B0_to_twibot20_pl_10shot_09_07_2026_08_42_37,0.597548875,0.5681666666666667,0.5570182937254231
B0,election2020,10,,classification,test,eval_B0_to_election2020_pl_10shot_09_07_2026_08_42_37,0.983488,0.961,0.9608040201005025
