pair,source,total_step,source_updates,positive_examples,selected,auc,bce,delta_to_selected_single_pp,matched_exposure_delta_pp,matched_budget_delta_pp
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,2000,1000,1023565,False,98.8116099357605,0.12361135001211011,-0.8470357179641508,,-0.33438775539397225
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,4000,2000,2047130,False,99.0650933265686,0.08527291319868299,-0.593552327156055,-0.08090436458587646,-0.3449638605117822
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,6000,3000,3070550,False,99.45968492031098,0.06335128693906386,-0.19896073341367781,,-0.04127635955810671
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,8000,4000,4094115,False,99.49827477931976,0.05278421605565498,-0.1603708744048915,0.0882175922393813,0.0190765142440652
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,10000,5000,5117535,False,99.55186755657196,0.04657010871046044,-0.10677809715269326,,-0.027555513381949392
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,12000,6000,6141100,False,99.62113938331603,0.042252657253585506,-0.03750627040861598,0.12017810344695512,0.06381609439850555
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,14000,7000,7164520,False,99.6263118505478,0.04024965295605745,-0.03233380317686496,,0.008309316635124464
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,16000,8000,8188085,False,99.6069658756256,0.0394204342572764,-0.051679778099045226,0.12776761054991148,-0.051679778099045226
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,18000,9000,9211505,True,99.65539610385895,0.03807490627593156,-0.0032495498657025834,,0.03282966613770144
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,20000,10000,10235070,False,99.56134507656097,0.04152800755719295,-0.09730057716368368,-0.018077993392939806,-0.06860599517822807
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,22000,11000,11258490,False,99.62543036937713,0.03730821540863336,-0.03321528434752086,,0.00762712955474365
ukr_rus_suspended + cp_hk_twitter,cp_hk_twitter,24000,12000,12282055,False,99.63177835941315,0.03727661047398696,-0.026867294311505585,0.07445507049561595,
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,2000,1000,1012120,False,94.22052452564239,0.22120619995687646,-1.7548187017440875,,-0.01978712081910361
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,4000,2000,2024240,False,94.86532597541809,0.1871666010194991,-1.110017251968387,0.6250143289565968,-0.5889439582824729
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,6000,3000,3036360,False,95.90493693351748,0.1650244143435935,-0.07040629386900754,,0.31558308601380425
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,8000,4000,4048480,False,95.85185916423798,0.16492517927119585,-0.12348406314850457,0.3975892305374096,0.11300032138823468
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,10000,5000,5060600,False,96.41140656471252,0.1527329813811006,0.4360633373260425,,0.6246537208557057
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,12000,6000,6072720,False,96.32202095985411,0.15447243974555,0.34667773246763733,0.7326671123504491,0.39136710166930433
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,14000,7000,7084840,True,96.5243658065796,0.15022368197894131,0.5490225791931147,,0.5490225791931147
ukr_rus_suspended + facebook_page_reference,ukr_rus_suspended,16000,8000,8096960,False,96.4477084159851,0.15236567790638006,0.4723651885986224,0.7088495731353617,
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,2000,1000,1014089,False,93.73458893299103,0.234373882864028,-1.6499443769454891,,-1.2881798982620207
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,4000,2000,2027595,False,94.53941075801849,0.20543074726843516,-0.8451225519180205,-0.48335807323455215,-0.9949891090393126
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,6000,3000,3041684,False,95.22483441829681,0.18869096093433474,-0.15969889163970352,,-0.15969889163970352
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,8000,4000,4055190,False,95.15947523117066,0.19035080964829143,-0.2250580787658496,-0.37492463588714164,-0.09670214653014764
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,10000,5000,5069279,False,95.60460791587828,0.17974323352476032,0.22007460594176687,,0.6855702161788879
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,12000,6000,6082785,False,95.3883960723877,0.1888068621629903,0.003862762451189994,0.003862762451189994,0.6806157350540132
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,14000,7000,7096874,True,95.52462131977082,0.1821776829361073,0.14008800983430492,,
ukr_rus_suspended + facebook_page_reference,facebook_page_reference,16000,8000,8110380,False,95.49387810230255,0.1882116318268204,0.10934479236602845,0.23770072460173042,
ukr_rus_suspended + twibot20,ukr_rus_suspended,2000,1000,1012120,False,94.08688037395476,0.21765803127852715,-1.888462853431716,,-0.15343127250673216
ukr_rus_suspended + twibot20,ukr_rus_suspended,4000,2000,2024240,False,94.97095236778259,0.18302081769257283,-1.0043908596038875,0.7306407213210964,-0.48331756591797337
ukr_rus_suspended + twibot20,ukr_rus_suspended,6000,3000,3036360,False,95.60873193740845,0.16719776415380946,-0.36661128997802495,,0.019378089904786844
ukr_rus_suspended + twibot20,ukr_rus_suspended,8000,4000,4048480,False,96.03676693439483,0.15892605526911321,0.061423707008356754,0.5824970006942709,0.297908091545096
ukr_rus_suspended + twibot20,ukr_rus_suspended,10000,5000,5060600,False,96.4057520389557,0.15059492678570216,0.4304088115692162,,0.6189991950988794
ukr_rus_suspended + twibot20,ukr_rus_suspended,12000,6000,6072720,False,96.60355806350708,0.14640526799257148,0.6282148361205997,1.0142042160034115,0.6729042053222667
ukr_rus_suspended + twibot20,ukr_rus_suspended,14000,7000,7084840,False,96.66700482368469,0.1456796178711715,0.6916615962982098,,0.6916615962982098
ukr_rus_suspended + twibot20,ukr_rus_suspended,16000,8000,8096960,False,96.62517220973967,0.14973625652678865,0.6498289823531955,0.8863133668899348,
ukr_rus_suspended + twibot20,ukr_rus_suspended,18000,9000,9109080,False,96.7818133354187,0.14396953606142496,0.8064701080322201,,
ukr_rus_suspended + twibot20,ukr_rus_suspended,20000,10000,10121200,False,96.57650961875916,0.15111383783388266,0.6011663913726761,0.7897567749023393,
ukr_rus_suspended + twibot20,ukr_rus_suspended,22000,11000,11133320,False,96.80082380771637,0.1437928984331579,0.8254805803298959,,
ukr_rus_suspended + twibot20,ukr_rus_suspended,24000,12000,12145440,False,96.54003002643586,0.15858098718677432,0.5646867990493742,0.6093761682510412,
ukr_rus_suspended + twibot20,ukr_rus_suspended,26000,13000,13157560,False,96.62826244831086,0.1533476761437002,0.6529192209243861,,
ukr_rus_suspended + twibot20,ukr_rus_suspended,28000,14000,14169680,True,96.83824446201324,0.14325069822492964,0.8629012346267562,0.8629012346267562,
ukr_rus_suspended + twibot20,ukr_rus_suspended,30000,15000,15181800,False,96.74709842205047,0.1482995502971914,0.7717551946639922,,
ukr_rus_suspended + twibot20,ukr_rus_suspended,32000,16000,16193920,False,96.84213163852692,0.1441098839492181,0.86678841114044,,
ukr_rus_suspended + twibot20,ukr_rus_suspended,34000,17000,17206040,False,96.7471985578537,0.14710630515577355,0.7718553304672193,,
ukr_rus_suspended + twibot20,twibot20,2000,1000,1023883,False,93.9212943315506,0.22725424177586,-3.8624615430831843,,-0.9934158802032522
ukr_rus_suspended + twibot20,twibot20,4000,2000,2047649,False,94.9664293527603,0.19819647565391493,-2.8173265218734755,0.05171914100645658,-1.1105709314346401
ukr_rus_suspended + twibot20,twibot20,6000,3000,3071415,False,95.74673154354095,0.17636846869767867,-2.0370243310928404,,-0.8851500749588181
ukr_rus_suspended + twibot20,twibot20,8000,4000,4095298,False,96.25843524932861,0.16709314271316078,-1.525320625305171,0.18143496513366442,-0.7470001220703071
ukr_rus_suspended + twibot20,twibot20,10000,5000,5119064,False,96.55673739910125,0.15882700508523875,-1.2270184755325375,,-0.5693905830383428
ukr_rus_suspended + twibot20,twibot20,12000,6000,6142830,False,96.73110947608947,0.1544690395229614,-1.0526463985443102,0.09922785758971209,-0.5169156551361076
ukr_rus_suspended + twibot20,twibot20,14000,7000,7166713,False,96.79317710399627,0.15209131940525142,-0.9905787706375069,,-0.6142228603363109
ukr_rus_suspended + twibot20,twibot20,16000,8000,8190479,False,96.86905801296236,0.15094223003100243,-0.9146978616714319,-0.13637735843656795,-0.5712096452712867
ukr_rus_suspended + twibot20,twibot20,18000,9000,9214245,False,96.95976960659027,0.14795666252667153,-0.8239862680435084,,-0.5527521371841315
ukr_rus_suspended + twibot20,twibot20,20000,10000,10238128,False,96.905237698555,0.14874462319614257,-0.8785181760787908,-0.22089028358459606,-0.6799623966217139
ukr_rus_suspended + twibot20,twibot20,22000,11000,11261894,False,97.07641446590422,0.1454956518392859,-0.707341408729556,,-0.48108534812927317
ukr_rus_suspended + twibot20,twibot20,24000,12000,12285660,False,96.98213279247284,0.15129532972751605,-0.8016230821609405,-0.2658923387527379,-0.6216757535934314
ukr_rus_suspended + twibot20,twibot20,26000,13000,13309543,False,97.01120691299438,0.14693133388750473,-0.7725489616393966,,-0.6019980669021652
ukr_rus_suspended + twibot20,twibot20,28000,14000,14333309,True,97.1247368812561,0.14397614574971296,-0.6590189933776802,-0.28266308307648425,-0.5051731586456332
ukr_rus_suspended + twibot20,twibot20,30000,15000,15357075,False,97.13985168933867,0.1432985297383462,-0.6439041852951077,,-0.5447895765304689
ukr_rus_suspended + twibot20,twibot20,32000,16000,16380958,False,97.20308468341827,0.1436037370347953,-0.5806711912155094,-0.2371829748153642,-0.40648181438446285
ukr_rus_suspended + twibot20,twibot20,34000,17000,17404724,False,97.15088472366332,0.1425987795649941,-0.6328711509704599,,-0.5305413007736348
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,2000,1000,1024000,False,96.4438193321228,0.17060743692169078,-2.530557203292849,,-0.011804699897766113
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,4000,2000,2047089,False,97.71054284572601,0.1486254885617481,-1.2638336896896418,1.2549188137054412,-0.006556129455581594
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,6000,3000,3071089,False,97.9324251651764,0.11963590637000339,-1.041951370239258,,-0.173923277854926
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,8000,4000,4094178,False,98.17930419445037,0.11004801098618187,-0.795072340965286,0.4622052192687742,-0.22580018043518724
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,10000,5000,5118178,False,98.39056432247162,0.10730621443798395,-0.5838122129440348,,-0.09202668666838942
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,12000,6000,6141267,False,98.4815034866333,0.10064760149913617,-0.4928730487823496,0.3751550436019824,-0.1701469182968096
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,14000,7000,7165267,False,98.56669435501098,0.09809157450042733,-0.4076821804046671,,-0.1589297533035383
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,16000,8000,8188356,False,98.5429675579071,0.09538357344013391,-0.43140897750855167,0.1378631830215471,-0.1577543020248373
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,18000,9000,9212356,False,98.7004680633545,0.09564799740795517,-0.2739084720611462,,-0.026738500595069326
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,20000,10000,10235445,False,98.68291580677032,0.09168752851614075,-0.2914607286453319,0.20032479763031352,-0.13016476631164675
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,22000,11000,11259445,False,98.72957968711853,0.09083725943503872,-0.24479684829712411,,-0.08287873268126855
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,24000,12000,12282534,False,98.69813997745513,0.09044102542365844,-0.2762365579605186,0.046489572525021394,-0.11125793457030797
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,26000,13000,13306534,False,98.76160221099852,0.08899129006105942,-0.21277432441713096,,-0.13177237510682005
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,28000,14000,14329623,False,98.79478347301483,0.08696955792029655,-0.17959306240081796,0.06915936470031081,-0.10764086246489724
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,30000,15000,15353623,False,98.78731782436371,0.08692363996903102,-0.18705871105194616,,-0.09756562709808403
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,32000,16000,16376712,False,98.79032471179963,0.08625310253661303,-0.18405182361602712,0.08960285186768724,-0.1235468864440814
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,34000,17000,17400712,False,98.83191967010497,0.0857728015145238,-0.14245686531068058,,-0.09894275665284225
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,36000,18000,18423801,False,98.8241438627243,0.08503920457555693,-0.15023267269135276,0.09693729877472412,-0.11176536083221666
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,38000,19000,19447801,False,98.81596627235413,0.08609518419214145,-0.15841026306152584,,-0.15015461444853884
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,40000,20000,20470890,False,98.87694408893584,0.0863324245886438,-0.09743244647980598,0.06386351585387917,-0.11043529510498251
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,42000,21000,21494890,False,98.86997618675233,0.08642553579167632,-0.10440034866332493,,-0.09489564895630576
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,44000,22000,22517979,False,98.84305381774902,0.0845550974064933,-0.1313227176666265,0.030595397949229053,-0.1313227176666265
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,46000,23000,23541979,False,98.86427285671235,0.0845115772788491,-0.1101036787033105,,-0.09722838401794442
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,48000,24000,24565068,True,98.86823782920837,0.0831839506177982,-0.10613870620728161,0.058839917182929025,-0.1213759183883778
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,50000,25000,25588157,False,98.8835542678833,0.08696993068976108,-0.09082226753235334,,
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,52000,26000,26612157,False,98.91159725189209,0.08584755279585225,-0.06277928352356188,0.018222665786749026,
ukr_rus_twitter + covid19_twitter,ukr_rus_twitter,54000,27000,27635246,False,98.91879398822785,0.08451476214301731,-0.05558254718780464,,
ukr_rus_twitter + covid19_twitter,covid19_twitter,2000,1000,1023352,False,94.8236604452133,0.19725399168685037,-3.397396636009231,,-1.173660373687757
ukr_rus_twitter + covid19_twitter,covid19_twitter,4000,2000,2046704,False,96.38635249137877,0.1667493874054681,-1.8347045898437608,0.3890316724777132,-0.5329504966735787
ukr_rus_twitter + covid19_twitter,covid19_twitter,6000,3000,3070056,False,96.88447332382202,0.14593570777114964,-1.3365837574005224,,-0.5452545166015454
ukr_rus_twitter + covid19_twitter,covid19_twitter,8000,4000,4093408,False,97.23595504760742,0.13626548184531515,-0.9851020336151262,0.31665205955505593,-0.45100924968719536
ukr_rus_twitter + covid19_twitter,covid19_twitter,10000,5000,5116760,False,97.44001190662384,0.1302012588000069,-0.7810451745987046,,-0.32885923385620464
ukr_rus_twitter + covid19_twitter,covid19_twitter,12000,6000,6140112,False,97.63352117538453,0.12466579376068396,-0.5875359058380103,0.20379333496096663,-0.23386254310606702
ukr_rus_twitter + covid19_twitter,covid19_twitter,14000,7000,7163464,False,97.73188757896423,0.12122387506352196,-0.4891695022583131,,-0.21981835365295632
ukr_rus_twitter + covid19_twitter,covid19_twitter,16000,8000,8186816,False,97.75147197246552,0.12176916897976911,-0.4695851087570202,0.0645076751709106,-0.20529975891114827
ukr_rus_twitter + covid19_twitter,covid19_twitter,18000,9000,9209520,False,97.85173187255857,0.11774154505134368,-0.369325208663962,,-0.15460193157196267
ukr_rus_twitter + covid19_twitter,covid19_twitter,20000,10000,10232872,False,97.89243817329408,0.1165585976320239,-0.3286189079284574,0.12356703281404258,-0.13591094017028071
ukr_rus_twitter + covid19_twitter,covid19_twitter,22000,11000,11256224,False,97.9182121038437,0.11523599744459027,-0.30284497737884664,,-0.12519223690031778
ukr_rus_twitter + covid19_twitter,covid19_twitter,24000,12000,12279576,False,97.90322537422182,0.11628569837336036,-0.3178317070007264,0.03584165573121689,-0.20475077629087401
ukr_rus_twitter + covid19_twitter,covid19_twitter,26000,13000,13302928,False,97.99601004123687,0.11295085406508999,-0.22504703998567077,,-0.1340335130691539
ukr_rus_twitter + covid19_twitter,covid19_twitter,28000,14000,14326280,False,98.0097260951996,0.11351017965006852,-0.21133098602295064,0.058020162582406165,-0.11996440887450666
ukr_rus_twitter + covid19_twitter,covid19_twitter,30000,15000,15349632,False,98.02726135253906,0.1129725520074302,-0.19379572868347683,,-0.1157460451125969
ukr_rus_twitter + covid19_twitter,covid19_twitter,32000,16000,16372984,False,98.01788046360015,0.11275414432657241,-0.20317661762239148,0.061108732223480455,-0.15187835693361018
ukr_rus_twitter + covid19_twitter,covid19_twitter,34000,17000,17396336,False,98.04437108039858,0.11073564521078211,-0.1766860008239668,,-0.10932607650755433
ukr_rus_twitter + covid19_twitter,covid19_twitter,36000,18000,18419040,False,98.02710061073304,0.11180904300791054,-0.19395647048949805,0.020766806602501298,-0.13847205638883864
ukr_rus_twitter + covid19_twitter,covid19_twitter,38000,19000,19442392,False,98.06054921150209,0.1119272753811645,-0.16050786972044984,,-0.06378424167631236
ukr_rus_twitter + covid19_twitter,covid19_twitter,40000,20000,20465744,False,98.10003683567047,0.10925549912168482,-0.12102024555207258,0.07168772220610409,-0.09900124073030092
ukr_rus_twitter + covid19_twitter,covid19_twitter,42000,21000,21489096,False,98.10052332878114,0.11053388890608348,-0.12053375244140963,,-0.12053375244140963
ukr_rus_twitter + covid19_twitter,covid19_twitter,44000,22000,22512448,False,98.09010574817658,0.10985340674491667,-0.13095133304595885,0.04670140743257001,-0.09571378231049144
ukr_rus_twitter + covid19_twitter,covid19_twitter,46000,23000,23535800,False,98.13244528770446,0.108347325020915,-0.08861179351807857,,-0.022060656547551183
ukr_rus_twitter + covid19_twitter,covid19_twitter,48000,24000,24559152,True,98.1148222208023,0.10882998694230711,-0.10623486042024011,0.0068460702896122605,-0.07921125888824543
ukr_rus_twitter + covid19_twitter,covid19_twitter,50000,25000,25582504,False,98.14220268726349,0.10997612699960467,-0.07885439395904914,,
ukr_rus_twitter + covid19_twitter,covid19_twitter,52000,26000,26605856,False,98.16120967864991,0.10782493951979197,-0.059847402572632546,0.031166124343884327,
ukr_rus_twitter + covid19_twitter,covid19_twitter,54000,27000,27628560,False,98.17056939601898,0.10786132286618612,-0.05048768520357072,,
ukr_rus_twitter + covid_political,ukr_rus_twitter,2000,1000,1024000,False,95.9232852935791,0.18153318905349042,-3.0510912418365566,,-0.5323387384414735
ukr_rus_twitter + covid_political,ukr_rus_twitter,4000,2000,2047089,False,97.04163920879365,0.1451582689221727,-1.9327373266220027,0.5860151767730803,-0.6754597663879425
ukr_rus_twitter + covid_political,ukr_rus_twitter,6000,3000,3071089,False,97.65958213806152,0.12751646313565465,-1.3147943973541243,,-0.4467663049697923
ukr_rus_twitter + covid_political,ukr_rus_twitter,8000,4000,4094178,False,97.8044783115387,0.1149115480006105,-1.1698982238769529,0.08737933635710737,-0.6006260633468541
ukr_rus_twitter + covid_political,ukr_rus_twitter,10000,5000,5118178,False,97.9073983669281,0.11558648940552661,-1.0669781684875534,,-0.575192642211908
ukr_rus_twitter + covid_political,ukr_rus_twitter,12000,6000,6141267,False,98.21805016994476,0.10241898941321319,-0.756326365470894,0.11170172691343794,-0.43360023498535405
ukr_rus_twitter + covid_political,ukr_rus_twitter,14000,7000,7165267,False,98.26790535449982,0.10012357667608897,-0.7064711809158353,,-0.4577187538147065
ukr_rus_twitter + covid_political,ukr_rus_twitter,16000,8000,8188356,False,98.42030725479127,0.10024107706009172,-0.5540692806243808,0.015202879905718003,-0.2804146051406664
ukr_rus_twitter + covid_political,ukr_rus_twitter,18000,9000,9212356,False,98.44083611965179,0.09518603952543095,-0.5335404157638557,,-0.2863704442977788
ukr_rus_twitter + covid_political,ukr_rus_twitter,20000,10000,10235445,False,98.50732834339142,0.09404802126441263,-0.4670481920242331,0.024737334251412335,-0.30575222969054794
ukr_rus_twitter + covid_political,ukr_rus_twitter,22000,11000,11259445,False,98.51028671264649,0.09331912123441526,-0.4640898227691648,,-0.3021717071533092
ukr_rus_twitter + covid_political,ukr_rus_twitter,24000,12000,12282534,False,98.52307553291323,0.09309634583324203,-0.45130100250243554,-0.12857487201689555,-0.2863223791122249
ukr_rus_twitter + covid_political,ukr_rus_twitter,26000,13000,13306534,False,98.55805506706238,0.09185716390100013,-0.41632146835326456,,-0.33531951904295365
ukr_rus_twitter + covid_political,ukr_rus_twitter,28000,14000,14329623,False,98.5744124174118,0.09095270536177151,-0.39996411800384823,-0.15121169090271946,-0.3280119180679275
ukr_rus_twitter + covid_political,ukr_rus_twitter,30000,15000,15353623,False,98.61693031787873,0.09236246763048993,-0.3574462175369275,,-0.2679531335830654
ukr_rus_twitter + covid_political,ukr_rus_twitter,32000,16000,16376712,False,98.60273437500001,0.08918300521680902,-0.3716421604156417,-0.09798748493192733,-0.31113722324369597
ukr_rus_twitter + covid_political,ukr_rus_twitter,34000,17000,17400712,True,98.63834469318391,0.08908969822521515,-0.3360318422317432,,-0.29251773357390487
ukr_rus_twitter + covid_political,ukr_rus_twitter,36000,18000,18423801,False,98.63322553634643,0.08870442240852576,-0.3411509990692285,-0.09398102760315163,-0.3026836872100924
ukr_rus_twitter + covid_political,ukr_rus_twitter,38000,19000,19447801,False,98.62551698684693,0.08892078398011309,-0.34885954856872514,,-0.34060389995573814
ukr_rus_twitter + covid_political,ukr_rus_twitter,40000,20000,20470890,False,98.66824147701261,0.0874437690444909,-0.30613505840303423,-0.14483909606934908,-0.31913790702821077
ukr_rus_twitter + covid_political,covid_political,2000,1000,1021392,False,97.80053961277008,0.1510756721704413,0.4564189910888805,,0.754779267311112
ukr_rus_twitter + covid_political,covid_political,4000,2000,2042784,False,98.22289383411406,0.11347413683387347,0.8787732124328596,1.177133488655091,0.9321904659271074
ukr_rus_twitter + covid_political,covid_political,6000,3000,3064176,False,98.49143998622894,0.09495802183551533,1.1473193645477386,,1.6219913005828923
ukr_rus_twitter + covid_political,covid_political,8000,4000,4085568,False,98.50577414035797,0.08827645925109455,1.161653518676764,1.215070772171012,1.826611542701717
ukr_rus_twitter + covid_political,covid_political,10000,5000,5106960,False,98.45475757122041,0.0888153941875879,1.110636949539201,,1.5002427101135307
ukr_rus_twitter + covid_political,covid_political,12000,6000,6128352,False,98.71623733043671,0.08106822107047514,1.3721167087554997,1.8467886447906534,1.6264802932739353
ukr_rus_twitter + covid_political,covid_political,14000,7000,7149744,False,98.62278280258178,0.08238077022884142,1.2786621809005805,,1.2786621809005805
ukr_rus_twitter + covid_political,covid_political,16000,8000,8170973,False,98.77827918529509,0.078082200152258,1.4341585636138854,2.0991165876388385,2.0752426624298104
ukr_rus_twitter + covid_political,covid_political,18000,9000,9192365,False,98.65440948009491,0.08126466456241459,1.3102888584137107,,2.0102292776107977
ukr_rus_twitter + covid_political,covid_political,20000,10000,10213757,False,98.6908745765686,0.08096205038945732,1.346753954887392,1.7363597154617216,1.778827762603763
ukr_rus_twitter + covid_political,covid_political,22000,11000,11235149,False,98.65572021007537,0.08306474910330104,1.3115995883941634,,
ukr_rus_twitter + covid_political,covid_political,24000,12000,12256541,False,98.65799021720885,0.08034105720359591,1.3138695955276392,1.5682331800460747,
ukr_rus_twitter + covid_political,covid_political,26000,13000,13277933,False,98.66179623603821,0.08180399242984358,1.3176756143570056,,
ukr_rus_twitter + covid_political,covid_political,28000,14000,14299325,False,98.5296658039093,0.08700941699808946,1.1855451822280871,1.1855451822280871,
ukr_rus_twitter + covid_political,covid_political,30000,15000,15320717,False,98.7142541885376,0.08051591325940342,1.3701335668563908,,
ukr_rus_twitter + covid_political,covid_political,32000,16000,16341946,False,98.56699478626251,0.08738366097866825,1.2228741645813002,1.8639582633972251,
ukr_rus_twitter + covid_political,covid_political,34000,17000,17363338,True,98.62134022712708,0.08353803077975867,1.2772196054458673,,
ukr_rus_twitter + covid_political,covid_political,36000,18000,18384730,False,98.55542767047882,0.08661136601030058,1.2113070487976163,1.9112474679947034,
ukr_rus_twitter + covid_political,covid_political,38000,19000,19406122,False,98.43368258476258,0.08857833781060062,1.0895619630813647,,
ukr_rus_twitter + covid_political,covid_political,40000,20000,20427514,False,98.42725429534912,0.09073703359140796,1.0831336736679131,1.5152074813842842,
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,2000,1000,1024000,False,96.30337152481079,0.17277560555661312,-2.6710050106048655,,-0.15225250720978245
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,4000,2000,2047089,False,97.43360240459442,0.1402343219771304,-1.540774130821232,0.9779783725738511,-0.2834965705871717
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,6000,3000,3071089,False,97.83107204437256,0.11972205095880678,-1.1433044910430956,,-0.27527639865876363
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,8000,4000,4094178,False,98.01091415882112,0.11049033266155074,-0.9634623765945372,0.2938151836395231,-0.3941902160644384
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,10000,5000,5118178,False,98.29955234527587,0.10203953309502577,-0.6748241901397778,,-0.18303866386413237
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,12000,6000,6141267,False,98.38450844287871,0.09808900452811753,-0.5898680925369382,0.2781599998473938,-0.2671419620513982
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,14000,7000,7165267,False,98.46002142429352,0.0967964882584365,-0.5143551111221445,,-0.2656026840210157
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,16000,8000,8188356,False,98.56468527317048,0.09657167447011204,-0.40969126224517094,0.15958089828492783,-0.13603658676145658
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,18000,9000,9212356,False,98.5824151992798,0.09154012525833541,-0.3919613361358598,,-0.14479136466978293
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,20000,10000,10235445,False,98.70080535411833,0.08882445615840824,-0.2735711812973163,0.21821434497832914,-0.11227521896363113
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,22000,11000,11259445,False,98.64366686344145,0.09587263452027844,-0.3307096719741942,,-0.16879155635833865
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,24000,12000,12282534,False,98.66818437576295,0.0887455300814329,-0.3061921596527073,0.0165339708328327,-0.14121353626249666
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,26000,13000,13306534,False,98.741379570961,0.08749337830562838,-0.232996964454657,,-0.1519950151443461
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,28000,14000,14329623,False,98.7542188167572,0.08743353274557647,-0.22015771865845357,0.0285947084426752,-0.14820551872253285
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,30000,15000,15353623,False,98.81447563171386,0.0864517622826919,-0.15990090370179288,,-0.07040781974793076
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,32000,16000,16376712,False,98.80524833202361,0.08373777654003321,-0.16912820339204382,0.10452647209167054,-0.1086232662200981
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,34000,17000,17400712,False,98.8270274400711,0.08383509847290596,-0.1473490953445511,,-0.10383498668671276
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,36000,18000,18423801,True,98.82131378650665,0.08314129849709792,-0.1530627489090053,0.0941072225570716,-0.11459543704986919
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,38000,19000,19447801,False,98.79741058349609,0.08355284903514179,-0.176965951919561,,-0.168710303306574
ukr_rus_twitter + cp_hk_twitter,ukr_rus_twitter,40000,20000,20470890,False,98.80478582382202,0.08356309616537079,-0.1695907115936368,-0.008294749259951661,-0.18259356021881334
