source,objective,update,accuracy,loss
twibot20,NM,731,0.7344,0.4986
twibot20,MT,733,0.4042,1.9252
twibot20,NM,733,0.7969,0.4666
twibot20,MT,735,0.4229,1.9138
twibot20,NM,735,0.9219,0.2995
twibot20,MT,737,0.3927,1.8622
twibot20,NM,737,0.8125,0.4272
twibot20,MT,739,0.3969,1.8776
twibot20,NM,739,0.8438,0.3773
twibot20,MT,741,0.3937,1.8566
twibot20,NM,741,0.8906,0.2909
twibot20,MT,743,0.4021,1.9703
twibot20,NM,743,0.7969,0.4432
twibot20,MT,745,0.4042,2.0044
twibot20,NM,745,0.8281,0.3903
twibot20,MT,747,0.4354,1.8738
twibot20,NM,747,0.8438,0.3723
twibot20,MT,749,0.3844,1.9617
twibot20,NM,749,0.8906,0.3582
twibot20,MT,751,0.4135,1.8408
twibot20,NM,751,0.8281,0.3966
twibot20,MT,753,0.3906,1.8893
twibot20,NM,753,0.7344,0.5589
twibot20,MT,755,0.4437,1.8052
twibot20,NM,755,0.7812,0.42
twibot20,MT,757,0.3906,1.9111
twibot20,NM,757,0.7969,0.4292
twibot20,MT,759,0.3812,1.9285
twibot20,NM,759,0.7812,0.5506
twibot20,MT,761,0.4281,1.8704
twibot20,NM,761,0.8438,0.4203
twibot20,MT,763,0.3854,1.9582
twibot20,NM,763,0.8281,0.3593
twibot20,MT,765,0.4021,1.8727
twibot20,NM,765,0.8594,0.3032
twibot20,MT,767,0.4427,1.8593
twibot20,NM,767,0.875,0.3609
twibot20,MT,769,0.4313,1.8607
twibot20,NM,769,0.8438,0.431
twibot20,MT,771,0.425,1.8129
twibot20,NM,771,0.8281,0.5188
twibot20,MT,773,0.4552,1.8643
twibot20,NM,773,0.7656,0.4543
twibot20,MT,775,0.475,1.7938
twibot20,NM,775,0.7344,0.5031
twibot20,MT,777,0.3812,1.8903
twibot20,NM,777,0.8281,0.4109
twibot20,MT,779,0.4021,1.9478
twibot20,NM,779,0.8594,0.4156
twibot20,MT,781,0.4177,1.8414
twibot20,NM,781,0.7812,0.4876
twibot20,MT,783,0.399,1.8428
twibot20,NM,783,0.7969,0.4017
twibot20,MT,785,0.401,1.8391
twibot20,NM,785,0.875,0.3581
twibot20,MT,787,0.3781,1.9601
twibot20,NM,787,0.7656,0.518
twibot20,MT,789,0.4396,1.8001
twibot20,NM,789,0.8594,0.3798
twibot20,MT,791,0.4396,1.7435
twibot20,NM,791,0.8438,0.3708
twibot20,MT,793,0.4354,1.8216
twibot20,NM,793,0.8281,0.3616
twibot20,MT,795,0.3979,1.9888
twibot20,NM,795,0.7969,0.4518
twibot20,MT,797,0.4125,1.9248
twibot20,NM,797,0.8438,0.3749
twibot20,MT,799,0.4042,1.9511
twibot20,NM,799,0.7969,0.5298
twibot20,MT,801,0.4333,1.8729
twibot20,NM,801,0.7969,0.388
twibot20,MT,803,0.3958,1.9056
twibot20,NM,803,0.7031,0.4863
twibot20,MT,805,0.4125,1.8254
twibot20,NM,805,0.8281,0.3702
twibot20,MT,807,0.4177,1.9013
twibot20,NM,807,0.8594,0.3595
twibot20,MT,809,0.4229,1.8137
twibot20,NM,809,0.8281,0.4179
twibot20,MT,811,0.3948,1.8927
twibot20,NM,811,0.8281,0.3813
twibot20,MT,813,0.4146,1.8881
twibot20,NM,813,0.7812,0.4919
twibot20,MT,815,0.4344,1.7813
twibot20,NM,815,0.8125,0.4529
twibot20,MT,817,0.4771,1.6803
twibot20,NM,817,0.8438,0.3602
twibot20,MT,819,0.4375,1.748
twibot20,NM,819,0.8594,0.3553
twibot20,MT,821,0.3937,1.9985
twibot20,NM,821,0.6562,0.5283
twibot20,MT,823,0.4115,1.8732
twibot20,NM,823,0.8125,0.3564
twibot20,MT,825,0.4031,1.9255
twibot20,NM,825,0.75,0.4272
twibot20,MT,827,0.4375,1.7799
twibot20,NM,827,0.8438,0.3513
twibot20,MT,829,0.4052,1.8924
twibot20,NM,829,0.8281,0.3555
twibot20,MT,831,0.3948,1.9392
twibot20,NM,831,0.8906,0.2838
twibot20,MT,833,0.4073,1.9762
twibot20,NM,833,0.7812,0.3737
twibot20,MT,835,0.4156,1.848
twibot20,NM,835,0.875,0.2851
twibot20,MT,837,0.3885,1.9482
twibot20,NM,837,0.8281,0.3929
twibot20,MT,839,0.4062,1.8721
twibot20,NM,839,0.8125,0.3693
twibot20,MT,841,0.4094,1.8635
twibot20,NM,841,0.8125,0.3714
twibot20,MT,843,0.3896,1.9359
twibot20,NM,843,0.8281,0.3743
twibot20,MT,845,0.4146,1.8758
twibot20,NM,845,0.8594,0.3646
twibot20,MT,847,0.4177,1.8024
twibot20,NM,847,0.8281,0.3707
twibot20,MT,849,0.4625,1.7882
twibot20,NM,849,0.7812,0.4517
twibot20,MT,851,0.4062,1.9533
twibot20,NM,851,0.8594,0.4106
twibot20,MT,853,0.4594,1.7298
twibot20,NM,853,0.8125,0.4172
twibot20,MT,855,0.4198,1.831
twibot20,NM,855,0.8281,0.3826
twibot20,MT,857,0.4521,1.876
twibot20,NM,857,0.8281,0.4719
twibot20,MT,859,0.424,1.9192
twibot20,NM,859,0.75,0.5122
twibot20,MT,861,0.4385,1.7775
twibot20,NM,861,0.8281,0.3266
twibot20,MT,863,0.45,1.7406
twibot20,NM,863,0.7344,0.4428
twibot20,MT,865,0.4375,1.872
twibot20,NM,865,0.7656,0.4573
twibot20,MT,867,0.4167,1.9189
twibot20,NM,867,0.75,0.4761
twibot20,MT,869,0.3969,1.8908
twibot20,NM,869,0.7969,0.3614
twibot20,MT,871,0.4062,1.8983
twibot20,NM,871,0.7656,0.3965
twibot20,MT,873,0.4031,1.8849
twibot20,NM,873,0.8438,0.3301
twibot20,MT,875,0.4604,1.7317
twibot20,NM,875,0.8594,0.314
twibot20,MT,877,0.3844,1.9497
twibot20,NM,877,0.8125,0.3749
twibot20,MT,879,0.4365,1.7975
twibot20,NM,879,0.8438,0.4202
twibot20,MT,881,0.4146,1.8401
twibot20,NM,881,0.875,0.305
twibot20,MT,883,0.4042,1.9037
twibot20,NM,883,0.75,0.4823
twibot20,MT,885,0.3688,2.0074
twibot20,NM,885,0.8594,0.3418
twibot20,MT,887,0.4188,1.8246
twibot20,NM,887,0.8438,0.368
twibot20,MT,889,0.4531,1.7808
twibot20,NM,889,0.7656,0.4547
twibot20,MT,891,0.4417,1.8378
twibot20,NM,891,0.8281,0.3827
twibot20,MT,893,0.4177,1.8148
twibot20,NM,893,0.75,0.5195
twibot20,MT,895,0.4104,1.9642
twibot20,NM,895,0.7812,0.4375
twibot20,MT,897,0.3844,1.9482
twibot20,NM,897,0.8281,0.4165
twibot20,MT,899,0.3865,1.9639
twibot20,NM,899,0.7969,0.3684
ukr_rus_suspended,NM,0,0.4531,0.8171
ukr_rus_suspended,MT,1,0.4531,0.8171
ukr_rus_suspended,NM,1,0.5312,1.8781
ukr_rus_suspended,MT,67,0.5625,0.5963
ukr_rus_suspended,NM,67,0.4688,0.711
ukr_rus_suspended,MT,73,0.5625,0.6192
ukr_rus_suspended,NM,73,0.6562,0.6424
ukr_rus_suspended,MT,79,0.6562,0.6517
ukr_rus_suspended,NM,79,0.5,0.6905
ukr_rus_suspended,MT,309,0.6562,0.6007
ukr_rus_suspended,NM,309,0.6094,0.6465
ukr_rus_suspended,MT,451,0.5781,0.7059
ukr_rus_suspended,NM,451,0.5625,0.6559
ukr_rus_suspended,MT,461,0.6406,0.6235
ukr_rus_suspended,NM,461,0.6094,0.6705
ukr_rus_suspended,MT,467,0.7344,0.6051
ukr_rus_suspended,NM,467,0.6406,0.6718
ukr_rus_suspended,MT,477,0.5938,0.7076
ukr_rus_suspended,NM,477,0.6094,0.6592
ukr_rus_suspended,MT,481,0.5781,0.6655
ukr_rus_suspended,NM,481,0.625,0.5965
ukr_rus_suspended,MT,487,0.5156,0.7086
ukr_rus_suspended,NM,487,0.6094,0.6655
ukr_rus_suspended,MT,491,0.6094,0.6258
ukr_rus_suspended,NM,491,0.4844,0.6938
ukr_rus_suspended,MT,497,0.5781,0.6732
ukr_rus_suspended,NM,497,0.5781,0.6663
ukr_rus_suspended,MT,503,0.5781,0.667
ukr_rus_suspended,NM,503,0.5781,0.6273
ukr_rus_suspended,MT,509,0.5469,0.6303
ukr_rus_suspended,NM,509,0.6094,0.6321
ukr_rus_suspended,MT,515,0.5,0.7064
ukr_rus_suspended,NM,515,0.5312,0.6599
ukr_rus_suspended,MT,521,0.7031,0.6185
ukr_rus_suspended,NM,521,0.6562,0.6136
ukr_rus_suspended,MT,527,0.5938,0.6697
ukr_rus_suspended,NM,527,0.7031,0.5782
ukr_rus_suspended,MT,533,0.6094,0.6595
ukr_rus_suspended,NM,533,0.5156,0.6669
ukr_rus_suspended,MT,537,0.5156,0.6819
ukr_rus_suspended,NM,537,0.5469,0.678
ukr_rus_suspended,MT,541,0.5781,0.6805
ukr_rus_suspended,NM,541,0.5469,0.6962
ukr_rus_suspended,MT,545,0.5938,0.655
ukr_rus_suspended,NM,545,0.5938,0.6598
ukr_rus_suspended,MT,549,0.5938,0.6642
ukr_rus_suspended,NM,549,0.5781,0.6723
ukr_rus_suspended,MT,553,0.625,0.6461
ukr_rus_suspended,NM,553,0.5,0.6951
ukr_rus_suspended,MT,557,0.5781,0.6654
ukr_rus_suspended,NM,557,0.5625,0.6774
ukr_rus_suspended,MT,561,0.5312,0.6775
ukr_rus_suspended,NM,561,0.7344,0.6087
ukr_rus_suspended,MT,565,0.6094,0.6794
ukr_rus_suspended,NM,565,0.6094,0.6536
ukr_rus_suspended,MT,569,0.6406,0.6487
ukr_rus_suspended,NM,569,0.625,0.6358
ukr_rus_suspended,MT,573,0.5312,0.6951
ukr_rus_suspended,NM,573,0.6406,0.655
ukr_rus_suspended,MT,577,0.5156,0.7109
ukr_rus_suspended,NM,577,0.6094,0.6503
ukr_rus_suspended,MT,581,0.5312,0.6962
ukr_rus_suspended,NM,581,0.625,0.6362
ukr_rus_suspended,MT,585,0.5312,0.7021
ukr_rus_suspended,NM,585,0.6406,0.6311
ukr_rus_suspended,MT,589,0.6094,0.6681
ukr_rus_suspended,NM,589,0.5469,0.649
ukr_rus_suspended,MT,593,0.6406,0.6591
ukr_rus_suspended,NM,593,0.6875,0.5974
ukr_rus_suspended,MT,597,0.5781,0.6651
ukr_rus_suspended,NM,597,0.5781,0.6797
ukr_rus_suspended,MT,601,0.6406,0.7161
ukr_rus_suspended,NM,601,0.625,0.6351
ukr_rus_suspended,MT,607,0.5312,0.6775
ukr_rus_suspended,NM,607,0.6094,0.6118
