physical_result_id	seed	model_id	target	accuracy_logged	f1_macro_logged	roc_auc_ovr_macro_logged	printed_decimal_places	source_log
prodigy|seed=0|model=ordC_r3|target=cp_hk|checkpoint=2500	0	ordC_r3	cp_hk	0.1156	0.1156	0.7116	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r3|target=election2020|checkpoint=2500	0	ordC_r3	election2020	0.1512	0.1512	0.8402	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r3|target=facebook_page_reference|checkpoint=2500	0	ordC_r3	facebook_page_reference	0.2763	0.2763	0.8412	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r3|target=midterm|checkpoint=2500	0	ordC_r3	midterm	0.2441	0.2441	0.8662	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r3|target=twibot20|checkpoint=2500	0	ordC_r3	twibot20	0.3218	0.3218	0.9124	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r3|target=ukr_rus|checkpoint=2500	0	ordC_r3	ukr_rus	0.3743	0.3744	0.8875	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r3|target=ukr_rus_suspended|checkpoint=2500	0	ordC_r3	ukr_rus_suspended	0.1772	0.1771	0.8106	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ordC_r4|target=covid|checkpoint=2500	0	ordC_r4	covid	0.5465	0.5465	0.9578	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ordC_r4|target=covid_political|checkpoint=2500	0	ordC_r4	covid_political	0.1894	0.1894	0.8678	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=0|model=ordC_r4|target=cp_hk|checkpoint=2500	0	ordC_r4	cp_hk	0.1126	0.1126	0.7151	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=0|model=ordC_r4|target=election2020|checkpoint=2500	0	ordC_r4	election2020	0.1550	0.1549	0.8380	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=0|model=ordC_r4|target=facebook_page_reference|checkpoint=2500	0	ordC_r4	facebook_page_reference	0.2643	0.2642	0.8260	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=0|model=ordC_r4|target=midterm|checkpoint=2500	0	ordC_r4	midterm	0.2401	0.2400	0.8686	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ordC_r4|target=twibot20|checkpoint=2500	0	ordC_r4	twibot20	0.3206	0.3205	0.9117	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=0|model=ordC_r4|target=ukr_rus|checkpoint=2500	0	ordC_r4	ukr_rus	0.3654	0.3653	0.8856	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ordC_r4|target=ukr_rus_suspended|checkpoint=2500	0	ordC_r4	ukr_rus_suspended	0.1810	0.1809	0.8185	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=0|model=ordC_r5|target=covid|checkpoint=2500	0	ordC_r5	covid	0.5433	0.5433	0.9561	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=covid_political|checkpoint=2500	0	ordC_r5	covid_political	0.1958	0.1958	0.8699	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=cp_hk|checkpoint=2500	0	ordC_r5	cp_hk	0.1545	0.1545	0.7799	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=election2020|checkpoint=2500	0	ordC_r5	election2020	0.1483	0.1483	0.8330	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=facebook_page_reference|checkpoint=2500	0	ordC_r5	facebook_page_reference	0.2669	0.2669	0.8208	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=midterm|checkpoint=2500	0	ordC_r5	midterm	0.2415	0.2414	0.8663	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=twibot20|checkpoint=2500	0	ordC_r5	twibot20	0.3185	0.3184	0.9106	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=ukr_rus|checkpoint=2500	0	ordC_r5	ukr_rus	0.3591	0.3591	0.8801	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r5|target=ukr_rus_suspended|checkpoint=2500	0	ordC_r5	ukr_rus_suspended	0.1570	0.1570	0.8042	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ordC_r6|target=covid|checkpoint=2500	0	ordC_r6	covid	0.5296	0.5296	0.9508	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=covid_political|checkpoint=2500	0	ordC_r6	covid_political	0.1817	0.1817	0.8612	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=cp_hk|checkpoint=2500	0	ordC_r6	cp_hk	0.1444	0.1443	0.7521	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=election2020|checkpoint=2500	0	ordC_r6	election2020	0.1420	0.1420	0.8281	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=facebook_page_reference|checkpoint=2500	0	ordC_r6	facebook_page_reference	0.3259	0.3259	0.8670	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=midterm|checkpoint=2500	0	ordC_r6	midterm	0.2254	0.2254	0.8486	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=twibot20|checkpoint=2500	0	ordC_r6	twibot20	0.3081	0.3080	0.9033	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r6|target=ukr_rus|checkpoint=2500	0	ordC_r6	ukr_rus	0.3632	0.3631	0.8829	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker4.log
prodigy|seed=0|model=ordC_r6|target=ukr_rus_suspended|checkpoint=2500	0	ordC_r6	ukr_rus_suspended	0.1753	0.1752	0.8113	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ordC_r7|target=covid|checkpoint=2500	0	ordC_r7	covid	0.5380	0.5380	0.9569	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=covid_political|checkpoint=2500	0	ordC_r7	covid_political	0.1822	0.1822	0.8615	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=cp_hk|checkpoint=2500	0	ordC_r7	cp_hk	0.1382	0.1381	0.7520	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=election2020|checkpoint=2500	0	ordC_r7	election2020	0.1509	0.1509	0.8342	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=facebook_page_reference|checkpoint=2500	0	ordC_r7	facebook_page_reference	0.3164	0.3165	0.8688	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=midterm|checkpoint=2500	0	ordC_r7	midterm	0.2284	0.2284	0.8580	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=twibot20|checkpoint=2500	0	ordC_r7	twibot20	0.3082	0.3081	0.9069	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=ukr_rus|checkpoint=2500	0	ordC_r7	ukr_rus	0.3897	0.3896	0.9045	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r7|target=ukr_rus_suspended|checkpoint=2500	0	ordC_r7	ukr_rus_suspended	0.1778	0.1778	0.8096	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ordC_r8|target=covid|checkpoint=2500	0	ordC_r8	covid	0.5386	0.5385	0.9547	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=covid_political|checkpoint=2500	0	ordC_r8	covid_political	0.1839	0.1839	0.8654	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=cp_hk|checkpoint=2500	0	ordC_r8	cp_hk	0.1339	0.1338	0.7439	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=election2020|checkpoint=2500	0	ordC_r8	election2020	0.1852	0.1852	0.8615	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=facebook_page_reference|checkpoint=2500	0	ordC_r8	facebook_page_reference	0.3365	0.3365	0.8783	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=midterm|checkpoint=2500	0	ordC_r8	midterm	0.2296	0.2296	0.8579	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=twibot20|checkpoint=2500	0	ordC_r8	twibot20	0.3123	0.3122	0.9080	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=ukr_rus|checkpoint=2500	0	ordC_r8	ukr_rus	0.3854	0.3854	0.9023	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ordC_r8|target=ukr_rus_suspended|checkpoint=2500	0	ordC_r8	ukr_rus_suspended	0.1776	0.1775	0.8120	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_covid|target=covid|checkpoint=2500	0	ss_covid	covid	0.5808	0.5808	0.9654	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=covid_political|checkpoint=2500	0	ss_covid	covid_political	0.1460	0.1460	0.8348	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=cp_hk|checkpoint=2500	0	ss_covid	cp_hk	0.1162	0.1161	0.7119	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=election2020|checkpoint=2500	0	ss_covid	election2020	0.1452	0.1452	0.8370	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=facebook_page_reference|checkpoint=2500	0	ss_covid	facebook_page_reference	0.2800	0.2799	0.8340	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=midterm|checkpoint=2500	0	ss_covid	midterm	0.2147	0.2147	0.8469	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=twibot20|checkpoint=2500	0	ss_covid	twibot20	0.3106	0.3106	0.9041	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=ukr_rus|checkpoint=2500	0	ss_covid	ukr_rus	0.3841	0.3840	0.8920	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid|target=ukr_rus_suspended|checkpoint=2500	0	ss_covid	ukr_rus_suspended	0.1790	0.1790	0.8195	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker3.log
prodigy|seed=0|model=ss_covid_political|target=covid|checkpoint=2500	0	ss_covid_political	covid	0.1504	0.1503	0.7573	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_covid_political|target=covid_political|checkpoint=2500	0	ss_covid_political	covid_political	0.1933	0.1933	0.8666	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_covid_political|target=cp_hk|checkpoint=2500	0	ss_covid_political	cp_hk	0.0592	0.0592	0.5829	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_covid_political|target=election2020|checkpoint=2500	0	ss_covid_political	election2020	0.1117	0.1117	0.7845	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_covid_political|target=facebook_page_reference|checkpoint=2500	0	ss_covid_political	facebook_page_reference	0.0991	0.0990	0.6487	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
