physical_result_id	seed	model_id	target	accuracy_logged	f1_macro_logged	roc_auc_ovr_macro_logged	printed_decimal_places	source_log
prodigy|seed=1|model=ordC_r2|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r2	ukr_rus_suspended	0.1565	0.1564	0.7925	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r3|target=covid|checkpoint=2500	1	ordC_r3	covid	0.5513	0.5513	0.9591	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=covid_political|checkpoint=2500	1	ordC_r3	covid_political	0.1521	0.1520	0.8433	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=cp_hk|checkpoint=2500	1	ordC_r3	cp_hk	0.1175	0.1175	0.7218	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=election2020|checkpoint=2500	1	ordC_r3	election2020	0.1462	0.1462	0.8396	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=facebook_page_reference|checkpoint=2500	1	ordC_r3	facebook_page_reference	0.2699	0.2698	0.8381	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=midterm|checkpoint=2500	1	ordC_r3	midterm	0.2431	0.2430	0.8686	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=twibot20|checkpoint=2500	1	ordC_r3	twibot20	0.3207	0.3206	0.9116	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r3|target=ukr_rus|checkpoint=2500	1	ordC_r3	ukr_rus	0.3666	0.3666	0.8859	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ordC_r3|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r3	ukr_rus_suspended	0.1720	0.1719	0.8143	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordC_r4|target=covid|checkpoint=2500	1	ordC_r4	covid	0.5469	0.5469	0.9580	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=covid_political|checkpoint=2500	1	ordC_r4	covid_political	0.1922	0.1923	0.8683	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=cp_hk|checkpoint=2500	1	ordC_r4	cp_hk	0.1143	0.1143	0.7159	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=election2020|checkpoint=2500	1	ordC_r4	election2020	0.1526	0.1526	0.8336	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=facebook_page_reference|checkpoint=2500	1	ordC_r4	facebook_page_reference	0.2679	0.2679	0.8237	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=midterm|checkpoint=2500	1	ordC_r4	midterm	0.2394	0.2393	0.8671	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=twibot20|checkpoint=2500	1	ordC_r4	twibot20	0.3200	0.3200	0.9107	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=ukr_rus|checkpoint=2500	1	ordC_r4	ukr_rus	0.3666	0.3666	0.8842	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r4|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r4	ukr_rus_suspended	0.1793	0.1792	0.8180	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordC_r5|target=covid|checkpoint=2500	1	ordC_r5	covid	0.5362	0.5361	0.9547	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=covid_political|checkpoint=2500	1	ordC_r5	covid_political	0.1875	0.1875	0.8670	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=cp_hk|checkpoint=2500	1	ordC_r5	cp_hk	0.1485	0.1484	0.7659	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=election2020|checkpoint=2500	1	ordC_r5	election2020	0.1486	0.1485	0.8324	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=facebook_page_reference|checkpoint=2500	1	ordC_r5	facebook_page_reference	0.2501	0.2501	0.8141	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=midterm|checkpoint=2500	1	ordC_r5	midterm	0.2314	0.2313	0.8580	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=twibot20|checkpoint=2500	1	ordC_r5	twibot20	0.3136	0.3136	0.9069	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=ukr_rus|checkpoint=2500	1	ordC_r5	ukr_rus	0.3564	0.3565	0.8836	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r5|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r5	ukr_rus_suspended	0.1715	0.1714	0.8137	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordC_r6|target=covid|checkpoint=2500	1	ordC_r6	covid	0.5353	0.5353	0.9552	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=covid_political|checkpoint=2500	1	ordC_r6	covid_political	0.1835	0.1835	0.8643	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=cp_hk|checkpoint=2500	1	ordC_r6	cp_hk	0.1403	0.1402	0.7505	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=election2020|checkpoint=2500	1	ordC_r6	election2020	0.1444	0.1444	0.8285	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=facebook_page_reference|checkpoint=2500	1	ordC_r6	facebook_page_reference	0.3200	0.3200	0.8645	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=midterm|checkpoint=2500	1	ordC_r6	midterm	0.2325	0.2325	0.8573	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=twibot20|checkpoint=2500	1	ordC_r6	twibot20	0.3126	0.3126	0.9071	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=ukr_rus|checkpoint=2500	1	ordC_r6	ukr_rus	0.3596	0.3596	0.8815	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r6|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r6	ukr_rus_suspended	0.1759	0.1758	0.8148	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordC_r7|target=covid|checkpoint=2500	1	ordC_r7	covid	0.5365	0.5365	0.9551	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=covid_political|checkpoint=2500	1	ordC_r7	covid_political	0.1788	0.1788	0.8629	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=cp_hk|checkpoint=2500	1	ordC_r7	cp_hk	0.1315	0.1314	0.7374	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=election2020|checkpoint=2500	1	ordC_r7	election2020	0.1498	0.1498	0.8322	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=facebook_page_reference|checkpoint=2500	1	ordC_r7	facebook_page_reference	0.3353	0.3353	0.8683	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=midterm|checkpoint=2500	1	ordC_r7	midterm	0.2286	0.2285	0.8606	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=twibot20|checkpoint=2500	1	ordC_r7	twibot20	0.3117	0.3116	0.9078	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=ukr_rus|checkpoint=2500	1	ordC_r7	ukr_rus	0.3849	0.3849	0.9051	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r7|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r7	ukr_rus_suspended	0.1794	0.1793	0.8189	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordC_r8|target=covid|checkpoint=2500	1	ordC_r8	covid	0.5246	0.5246	0.9506	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=covid_political|checkpoint=2500	1	ordC_r8	covid_political	0.1792	0.1792	0.8636	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=cp_hk|checkpoint=2500	1	ordC_r8	cp_hk	0.1266	0.1265	0.7327	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=election2020|checkpoint=2500	1	ordC_r8	election2020	0.1808	0.1808	0.8570	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=facebook_page_reference|checkpoint=2500	1	ordC_r8	facebook_page_reference	0.3171	0.3171	0.8623	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=midterm|checkpoint=2500	1	ordC_r8	midterm	0.2203	0.2203	0.8535	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=twibot20|checkpoint=2500	1	ordC_r8	twibot20	0.3027	0.3026	0.9057	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=ukr_rus|checkpoint=2500	1	ordC_r8	ukr_rus	0.3806	0.3805	0.8989	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordC_r8|target=ukr_rus_suspended|checkpoint=2500	1	ordC_r8	ukr_rus_suspended	0.1759	0.1759	0.8087	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ss_covid|target=covid|checkpoint=2500	1	ss_covid	covid	0.5753	0.5753	0.9644	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=covid_political|checkpoint=2500	1	ss_covid	covid_political	0.1439	0.1439	0.8332	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=cp_hk|checkpoint=2500	1	ss_covid	cp_hk	0.1159	0.1160	0.7067	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=election2020|checkpoint=2500	1	ss_covid	election2020	0.1488	0.1488	0.8391	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=facebook_page_reference|checkpoint=2500	1	ss_covid	facebook_page_reference	0.2718	0.2717	0.8314	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=midterm|checkpoint=2500	1	ss_covid	midterm	0.2110	0.2109	0.8400	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=twibot20|checkpoint=2500	1	ss_covid	twibot20	0.3087	0.3087	0.9036	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=ukr_rus|checkpoint=2500	1	ss_covid	ukr_rus	0.3837	0.3837	0.8938	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid|target=ukr_rus_suspended|checkpoint=2500	1	ss_covid	ukr_rus_suspended	0.1830	0.1829	0.8239	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ss_covid_political|target=covid|checkpoint=2500	1	ss_covid_political	covid	0.1454	0.1453	0.7448	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=covid_political|checkpoint=2500	1	ss_covid_political	covid_political	0.1919	0.1919	0.8704	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=cp_hk|checkpoint=2500	1	ss_covid_political	cp_hk	0.0636	0.0635	0.5998	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=election2020|checkpoint=2500	1	ss_covid_political	election2020	0.1125	0.1125	0.7895	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=facebook_page_reference|checkpoint=2500	1	ss_covid_political	facebook_page_reference	0.0943	0.0942	0.6184	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=midterm|checkpoint=2500	1	ss_covid_political	midterm	0.1165	0.1164	0.7291	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=twibot20|checkpoint=2500	1	ss_covid_political	twibot20	0.1402	0.1401	0.7763	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=ukr_rus|checkpoint=2500	1	ss_covid_political	ukr_rus	0.1008	0.1006	0.6549	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_covid_political|target=ukr_rus_suspended|checkpoint=2500	1	ss_covid_political	ukr_rus_suspended	0.0880	0.0879	0.6933	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ss_cp_hk|target=covid|checkpoint=2500	1	ss_cp_hk	covid	0.2718	0.2718	0.8524	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ss_cp_hk|target=covid_political|checkpoint=2500	1	ss_cp_hk	covid_political	0.1118	0.1118	0.7520	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ss_cp_hk|target=cp_hk|checkpoint=2500	1	ss_cp_hk	cp_hk	0.1830	0.1830	0.8138	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ss_cp_hk|target=election2020|checkpoint=2500	1	ss_cp_hk	election2020	0.1112	0.1111	0.7515	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ss_cp_hk|target=facebook_page_reference|checkpoint=2500	1	ss_cp_hk	facebook_page_reference	0.1900	0.1900	0.7839	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ss_cp_hk|target=midterm|checkpoint=2500	1	ss_cp_hk	midterm	0.1637	0.1636	0.8194	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ss_cp_hk|target=twibot20|checkpoint=2500	1	ss_cp_hk	twibot20	0.1725	0.1725	0.7923	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ss_cp_hk|target=ukr_rus|checkpoint=2500	1	ss_cp_hk	ukr_rus	0.1841	0.1841	0.7675	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ss_cp_hk|target=ukr_rus_suspended|checkpoint=2500	1	ss_cp_hk	ukr_rus_suspended	0.1143	0.1142	0.7297	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ss_election2020|target=covid|checkpoint=2500	1	ss_election2020	covid	0.1401	0.1399	0.7612	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=covid_political|checkpoint=2500	1	ss_election2020	covid_political	0.1318	0.1318	0.8304	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=cp_hk|checkpoint=2500	1	ss_election2020	cp_hk	0.0639	0.0638	0.6306	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=election2020|checkpoint=2500	1	ss_election2020	election2020	0.2331	0.2331	0.8893	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=facebook_page_reference|checkpoint=2500	1	ss_election2020	facebook_page_reference	0.1076	0.1076	0.6810	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=midterm|checkpoint=2500	1	ss_election2020	midterm	0.1207	0.1207	0.7434	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=twibot20|checkpoint=2500	1	ss_election2020	twibot20	0.1474	0.1474	0.8040	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=ukr_rus|checkpoint=2500	1	ss_election2020	ukr_rus	0.1114	0.1113	0.7142	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_election2020|target=ukr_rus_suspended|checkpoint=2500	1	ss_election2020	ukr_rus_suspended	0.0966	0.0966	0.7394	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ss_facebook_page_reference|target=covid|checkpoint=2500	1	ss_facebook_page_reference	covid	0.3139	0.3138	0.8505	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=covid_political|checkpoint=2500	1	ss_facebook_page_reference	covid_political	0.1187	0.1186	0.7763	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=cp_hk|checkpoint=2500	1	ss_facebook_page_reference	cp_hk	0.0794	0.0794	0.6506	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=election2020|checkpoint=2500	1	ss_facebook_page_reference	election2020	0.1213	0.1212	0.8080	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=facebook_page_reference|checkpoint=2500	1	ss_facebook_page_reference	facebook_page_reference	0.2709	0.2708	0.8178	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=midterm|checkpoint=2500	1	ss_facebook_page_reference	midterm	0.1472	0.1472	0.7454	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=twibot20|checkpoint=2500	1	ss_facebook_page_reference	twibot20	0.1877	0.1877	0.8064	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=ukr_rus|checkpoint=2500	1	ss_facebook_page_reference	ukr_rus	0.2352	0.2352	0.7906	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_facebook_page_reference|target=ukr_rus_suspended|checkpoint=2500	1	ss_facebook_page_reference	ukr_rus_suspended	0.1221	0.1221	0.7447	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ss_midterm|target=covid|checkpoint=2500	1	ss_midterm	covid	0.3094	0.3093	0.8727	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=covid_political|checkpoint=2500	1	ss_midterm	covid_political	0.1396	0.1396	0.8154	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=cp_hk|checkpoint=2500	1	ss_midterm	cp_hk	0.0975	0.0975	0.6913	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=election2020|checkpoint=2500	1	ss_midterm	election2020	0.1344	0.1344	0.8272	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=facebook_page_reference|checkpoint=2500	1	ss_midterm	facebook_page_reference	0.1752	0.1752	0.7490	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=midterm|checkpoint=2500	1	ss_midterm	midterm	0.2561	0.2560	0.8689	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=twibot20|checkpoint=2500	1	ss_midterm	twibot20	0.2101	0.2101	0.8404	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=ukr_rus|checkpoint=2500	1	ss_midterm	ukr_rus	0.2032	0.2031	0.7908	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_midterm|target=ukr_rus_suspended|checkpoint=2500	1	ss_midterm	ukr_rus_suspended	0.1161	0.1161	0.7371	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ss_twibot20|target=covid|checkpoint=2500	1	ss_twibot20	covid	0.4778	0.4777	0.9382	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ss_twibot20|target=covid_political|checkpoint=2500	1	ss_twibot20	covid_political	0.1406	0.1406	0.8305	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ss_twibot20|target=cp_hk|checkpoint=2500	1	ss_twibot20	cp_hk	0.1060	0.1059	0.7182	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ss_twibot20|target=election2020|checkpoint=2500	1	ss_twibot20	election2020	0.1486	0.1486	0.8405	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
