order,rung,n_sources,test_graph,test_canonical,auc,entry_rung,rel_to_entry,in_training,added,sources,status,provenance
C,6,6,election2020,election2020-political,0.9266274275862068,1,5,1,twibot20,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20,new,nm_ladder_ordC_r6
C,6,6,ukr_rus_suspended,ukraine-suspended,0.9404447471264369,4,2,1,twibot20,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20,new,nm_ladder_ordC_r6
C,6,6,twibot20,twibot20,0.9364474721743296,6,0,1,twibot20,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20,new,nm_ladder_ordC_r6
C,6,6,cp_hk_twitter,hongkong,0.8725752594827586,3,3,1,twibot20,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20,new,nm_ladder_ordC_r6
C,7,7,ukr_rus_twitter,ukraine,0.9310392045019156,7,0,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,covid19_twitter,covid,0.968881610823755,8,-1,0,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,midterm,midterm,0.905970399010217,5,2,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,covid_political,covid-political,0.9097965718869733,2,5,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,election2020,election2020-political,0.920786659770115,1,6,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,ukr_rus_suspended,ukraine-suspended,0.9330977609195403,4,3,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,twibot20,twibot20,0.936868715038314,6,1,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,7,7,cp_hk_twitter,hongkong,0.8675103811781608,3,4,1,ukr_rus,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus,new,nm_ladder_ordC_r7
C,8,8,ukr_rus_twitter,ukraine,0.934,7,1,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,covid19_twitter,covid,0.975,8,0,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,midterm,midterm,0.908,5,3,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,covid_political,covid-political,0.906,2,6,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,election2020,election2020-political,0.92,1,7,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,ukr_rus_suspended,ukraine-suspended,0.931,4,4,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,twibot20,twibot20,0.937,6,2,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
C,8,8,cp_hk_twitter,hongkong,0.867,3,5,1,covid,election2020 covid_political cp_hk ukr_rus_suspended midterm twibot20 ukr_rus covid,reuse,order-A ladder rung 8 (nm_ladder_full.csv)
