task,arm,rung,target,training_seeds,delta_vs_baseline_mean,delta_vs_baseline_min,delta_vs_baseline_max,delta_vs_rung1_mean,delta_vs_rung1_min,delta_vs_rung1_max
CLS,schedule,8,ukr_rus_suspended,3,-0.004150390625,-0.03924560546875,0.03253173828125,-0.028523763020833332,-0.05145263671875,-0.007568359375
NM,baseline,1,covid,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,covid_political,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,cp_hk,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,election2020,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,facebook_page_reference,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,midterm,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,twibot20,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,ukr_rus,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,1,ukr_rus_suspended,3,0.0,0.0,0.0,0.0,0.0,0.0
NM,baseline,2,covid,3,0.0,0.0,0.0,0.0030749864505166626,0.0020279328028358634,0.0038909803861857384
NM,baseline,2,covid_political,3,0.0,0.0,0.0,0.0007635718561223396,-0.0022784960680994892,0.004711015334074475
NM,baseline,2,cp_hk,3,0.0,0.0,0.0,-0.007161298154414501,-0.011160262973829438,-0.004539916570159064
NM,baseline,2,election2020,3,0.0,0.0,0.0,0.0017868668183513108,0.0011975635057208667,0.0022886857219125423
NM,baseline,2,facebook_page_reference,3,0.0,0.0,0.0,-0.008493543173618315,-0.01824818548114837,-0.0001014051766231594
NM,baseline,2,midterm,3,0.0,0.0,0.0,-0.002972405258266438,-0.009729938260439996,0.0008511403511310967
NM,baseline,2,twibot20,3,0.0,0.0,0.0,0.0031644568132716358,0.0024173098048944075,0.00370398362477653
NM,baseline,2,ukr_rus,3,0.0,0.0,0.0,-0.003077311123011054,-0.005131183958601682,-0.001695119512491905
NM,baseline,2,ukr_rus_suspended,3,0.0,0.0,0.0,-0.0016622016256340189,-0.0074571567020198515,0.0015375503178304273
NM,baseline,3,covid,3,0.0,0.0,0.0,0.00163819566083608,0.0008409301439922245,0.0022639151277215053
NM,baseline,3,covid_political,3,0.0,0.0,0.0,-0.0012596143616570021,-0.005033560867967024,0.0013203618170199993
NM,baseline,3,cp_hk,3,0.0,0.0,0.0,-0.0005082411784322893,-0.005294144564661707,0.007424019396990111
NM,baseline,3,election2020,3,0.0,0.0,0.0,0.002796799241354638,0.0013170558830788437,0.0037345519011047212
NM,baseline,3,facebook_page_reference,3,0.0,0.0,0.0,-0.015798421198380968,-0.02095738923412649,-0.008024011809250498
NM,baseline,3,midterm,3,0.0,0.0,0.0,0.012665952165464844,0.006541587566507467,0.016579402589249725
NM,baseline,3,twibot20,3,0.0,0.0,0.0,0.002194286260568427,0.0006425443736985947,0.0031756869677841415
NM,baseline,3,ukr_rus,3,0.0,0.0,0.0,-0.009700445334116589,-0.012768756795203506,-0.0057140305124480095
NM,baseline,3,ukr_rus_suspended,3,0.0,0.0,0.0,-0.001996311465442472,-0.004218817579335399,0.0006218093565139027
NM,baseline,4,covid,3,0.0,0.0,0.0,-0.006522549203529164,-0.009042730276612065,-0.0049119342332597515
NM,baseline,4,covid_political,3,0.0,0.0,0.0,0.015202026531614102,0.0073219284243967175,0.020325976541672564
NM,baseline,4,cp_hk,3,0.0,0.0,0.0,-0.0028927183242594134,-0.009512096437914508,0.005949707414911853
NM,baseline,4,election2020,3,0.0,0.0,0.0,0.006113332989572136,0.002031439063192919,0.008798622947999712
NM,baseline,4,facebook_page_reference,3,0.0,0.0,0.0,-0.026799077549200006,-0.03595102559561025,-0.018111830744250157
NM,baseline,4,midterm,3,0.0,0.0,0.0,0.0021778435999407395,-0.006033702691395915,0.007650405648110814
NM,baseline,4,twibot20,3,0.0,0.0,0.0,-0.0009370724360147816,-0.002535588576875747,0.0008601140701908205
NM,baseline,4,ukr_rus,3,0.0,0.0,0.0,-0.020393559028362374,-0.024062311649322377,-0.015618660395172679
NM,baseline,4,ukr_rus_suspended,3,0.0,0.0,0.0,-0.008867993665380899,-0.015134891559337782,0.0013819203979670291
NM,baseline,5,covid,3,0.0,0.0,0.0,-0.0070102163658289545,-0.010311690829266196,-0.0029982687413007136
NM,baseline,5,covid_political,3,0.0,0.0,0.0,0.015919900534253406,0.015067441984154661,0.01753682432503534
NM,baseline,5,cp_hk,3,0.0,0.0,0.0,-0.006626513086516406,-0.010986271671865389,-0.0019535814208546665
NM,baseline,5,election2020,3,0.0,0.0,0.0,0.00822049091602195,0.0027283358847958183,0.012234008312225209
NM,baseline,5,facebook_page_reference,3,0.0,0.0,0.0,-0.03367970277523177,-0.03715173882999645,-0.031893923638880994
NM,baseline,5,midterm,3,0.0,0.0,0.0,0.004613212379002436,0.003967697318943086,0.0049705808190091405
NM,baseline,5,twibot20,3,0.0,0.0,0.0,-0.0010570325613935931,-0.0044429954441116415,0.002489233153989967
NM,baseline,5,ukr_rus,3,0.0,0.0,0.0,-0.023407072354093783,-0.032553302008529905,-0.014658373799817381
NM,baseline,5,ukr_rus_suspended,3,0.0,0.0,0.0,-0.006202470160078762,-0.010636917201952145,-0.0025322866165773394
NM,baseline,6,covid,3,0.0,0.0,0.0,-0.005959068998066382,-0.00704138388578901,-0.004280464813627094
NM,baseline,6,covid_political,3,0.0,0.0,0.0,0.010812680017902365,0.00559918702333817,0.014088557232385335
NM,baseline,6,cp_hk,3,0.0,0.0,0.0,0.0055095966748350085,0.002864379992429944,0.009185710446588002
NM,baseline,6,election2020,3,0.0,0.0,0.0,0.007512746871202884,0.0012778637052952568,0.012502646994316802
NM,baseline,6,facebook_page_reference,3,0.0,0.0,0.0,-0.029191152939851157,-0.03606353998184186,-0.02436290143550124
NM,baseline,6,midterm,3,0.0,0.0,0.0,0.0035821462499684062,-0.001997719550954735,0.008194724033618872
NM,baseline,6,twibot20,3,0.0,0.0,0.0,-0.003968946641432214,-0.006689518895642399,-0.0016546341194499936
NM,baseline,6,ukr_rus,3,0.0,0.0,0.0,-0.01891192115586367,-0.02472422438106292,-0.014599279151565558
NM,baseline,6,ukr_rus_suspended,3,0.0,0.0,0.0,0.0672990511660374,0.06261616958968919,0.07101754087141221
NM,baseline,7,covid,3,0.0,0.0,0.0,-0.00582320329329981,-0.007420755391833511,-0.002853251325673045
NM,baseline,7,covid_political,3,0.0,0.0,0.0,0.007502767455075461,0.004753188155163235,0.009370133383520884
NM,baseline,7,cp_hk,3,0.0,0.0,0.0,0.010508127915904794,0.003856376532850425,0.01815279407062742
NM,baseline,7,election2020,3,0.0,0.0,0.0,0.0045093366012718405,0.0027549039358377714,0.007205879277196514
NM,baseline,7,facebook_page_reference,3,0.0,0.0,0.0,-0.02547271110088904,-0.03455057596338207,-0.01900858865387156
NM,baseline,7,midterm,3,0.0,0.0,0.0,0.004620234856660336,0.00025666856217676504,0.007082547812626072
NM,baseline,7,twibot20,3,0.0,0.0,0.0,-0.0014057710709698783,-0.002222850404936527,-0.00020275390011115224
NM,baseline,7,ukr_rus,3,0.0,0.0,0.0,-0.013541348775227835,-0.017608051464475416,-0.010085371307942959
NM,baseline,7,ukr_rus_suspended,3,0.0,0.0,0.0,0.06724843823590032,0.06290939731159406,0.07282894616839553
NM,baseline,8,covid,3,0.0,0.0,0.0,-0.00735757940116973,-0.00879338472739044,-0.005472587854012612
NM,baseline,8,covid_political,3,0.0,0.0,0.0,0.0069603692069363605,0.006451098398230548,0.007294147453088984
NM,baseline,8,cp_hk,3,0.0,0.0,0.0,-0.0007222095668544259,-0.01269595362674214,0.012484605970053853
NM,baseline,8,election2020,3,0.0,0.0,0.0,0.004845050468298602,0.004006834824879846,0.005449372461472257
NM,baseline,8,facebook_page_reference,3,0.0,0.0,0.0,-0.0037515067049371056,-0.006464288152497444,-0.000557959216764714
NM,baseline,8,midterm,3,0.0,0.0,0.0,-0.0013148789204857254,-0.004758149316941074,0.003509123709009687
NM,baseline,8,twibot20,3,0.0,0.0,0.0,-0.0034758841397660354,-0.0059596737225851015,-0.0013219203072031283
NM,baseline,8,ukr_rus,3,0.0,0.0,0.0,-0.019083375492315164,-0.022144313653310044,-0.014787821249030109
NM,baseline,8,ukr_rus_suspended,3,0.0,0.0,0.0,0.05994264983582768,0.05322997857784395,0.06734754162273204
NM,composition,1,covid,3,-0.0009057873967049564,-0.0022053355458138135,-0.00013631500046817902,0.0,0.0,0.0
NM,composition,1,covid_political,3,0.001304294825513715,-0.0030397770048561368,0.004566682755262175,0.0,0.0,0.0
NM,composition,1,cp_hk,3,0.00572503645301307,-0.0004903542584387965,0.014146238633955921,0.0,0.0,0.0
NM,composition,1,election2020,3,0.0012440374527855624,0.0006875135432719004,0.001805163800031373,0.0,0.0,0.0
NM,composition,1,facebook_page_reference,3,0.0058518633988624185,-0.0017806724570263999,0.009847376264374597,0.0,0.0,0.0
NM,composition,1,midterm,3,0.003256323282746091,-0.006375792930865987,0.00971204508310064,0.0,0.0,0.0
NM,composition,1,twibot20,3,8.04723450963385e-05,-0.0027720245821721834,0.0018249167793098486,0.0,0.0,0.0
NM,composition,1,ukr_rus,3,0.00037688880131174035,-0.0004275789206056313,0.0014739011896069965,0.0,0.0,0.0
NM,composition,1,ukr_rus_suspended,3,-0.0010457021066512622,-0.006295792261759581,0.003525270812813064,0.0,0.0,0.0
NM,composition,2,covid,3,-0.0025388714454182004,-0.004247595935032211,-0.0003785865060212945,0.0014419024018034188,1.9096094986403855e-05,0.003063774656975271
NM,composition,2,covid_political,3,-0.006368098998891865,-0.009644930527128004,-0.0016654550344094021,-0.006908821968283241,-0.014353416979998146,-0.0009041740976527546
NM,composition,2,cp_hk,3,0.008956746214651071,0.0006074072300702449,0.01689961107297866,-0.003929588392776499,-0.005316267616447212,-0.001786544131136325
NM,composition,2,election2020,3,-0.003507878268815453,-0.008878554146865114,-0.00040824783259396646,-0.0029650489032497043,-0.008395032224983945,0.00010180212985499981
NM,composition,2,facebook_page_reference,3,-0.004365625098290564,-0.008675694328615036,-0.0005249207047209881,-0.0187110316707713,-0.020516185513858143,-0.01699243372884296
NM,composition,2,midterm,3,-0.0015098648053018342,-0.008876257929308684,0.002695556344657346,-0.007738593346314364,-0.012230403258882694,-0.0028860210002151776
NM,composition,2,twibot20,3,-0.00318582295457992,-0.007485828591489385,2.9812599050438315e-05,-0.00010183848640462252,-0.0010098203845406717,0.0012585975657934956
NM,composition,2,ukr_rus,3,-0.0016915976316080143,-0.0025679774668027067,-0.0010930180549620916,-0.005145797555930809,-0.006117402411055295,-0.0035829920878355237
NM,composition,2,ukr_rus_suspended,3,0.00083985885897823,-0.002880920897954775,0.005828373459563663,0.00022335933999547328,-0.0075184478156867796,0.004347872871092173
NM,composition,3,covid,3,-0.006690857465239897,-0.007965455247068154,-0.0053126183049432285,-0.00414687440769886,-0.005577857055883206,-0.0033665615936805393
NM,composition,3,covid_political,3,-0.0024516897183269513,-0.0052213459179321076,0.0030365728783878776,-0.005015598905497669,-0.008416617053678799,-0.0022472129470999525
NM,composition,3,cp_hk,3,-0.003070888711118158,-0.005911524542446589,0.001840701322445848,-0.009304166342563517,-0.013085347893593946,-0.0029630889837770624
NM,composition,3,election2020,3,-0.003770770286691557,-0.006817820565453769,-0.001890723869718225,-0.0022180084981224812,-0.004888432464380421,-0.000504411500075741
NM,composition,3,facebook_page_reference,3,-0.006873794899132942,-0.014351043207892156,-0.0005446413467669053,-0.028524079496376326,-0.030990916970132454,-0.02359708821636486
NM,composition,3,midterm,3,0.0019483040575778803,0.0014680924086735159,0.0022553393210484884,0.011357932940296633,0.008335449914822601,0.01503886094038509
NM,composition,3,twibot20,3,-0.004568288974835151,-0.006443059992516376,-0.0030709568111376706,-0.002454475059363063,-0.003616937275590426,-0.0004953484425600507
NM,composition,3,ukr_rus,3,0.0006465413561269987,-0.001011440945767661,0.0021093008161962024,-0.00943079277930133,-0.01149941367664542,-0.006809815593149526
NM,composition,3,ukr_rus_suspended,3,0.0003183987405565765,-0.0009573958385949988,0.001779404590869893,-0.0006322106182346335,-0.004137792395449091,0.0022101621518190173
NM,composition,4,covid,3,0.00017235146628484058,-0.0020412730074477192,0.004559883029981671,-0.005444410340539367,-0.006777174856471002,-0.004107135602797518
NM,composition,4,covid_political,3,0.0017779691009229825,-0.003270703485642179,0.006730598416821887,0.01567570080702337,-0.0005154578165076362,0.024670596232359343
NM,composition,4,cp_hk,3,0.0032869571470209116,-0.0014036466335427544,0.0058359302323438556,-0.005330797630251571,-0.009600177852586822,0.0012105185410070662
NM,composition,4,election2020,3,-0.004175789374501286,-0.00932419807061402,-0.0007964125994978088,0.0006935061622852882,-0.009097922807452474,0.00676277533344849
NM,composition,4,facebook_page_reference,3,0.005594738918246023,-0.0016500445618025106,0.00955706053766714,-0.0270562020298164,-0.029250761695291727,-0.025293152359710414
NM,composition,4,midterm,3,0.013292120836703688,0.00835873779209173,0.01849753842956736,0.012213641153898336,0.006297098357101905,0.018839628669037434
NM,composition,4,twibot20,3,-0.0014687946473043907,-0.0030717677083507144,0.0001257492207933364,-0.0024863394284155107,-0.004234756135392259,0.0005603709440122895
NM,composition,4,ukr_rus,3,0.00873745647883517,0.008075702738488122,0.00937871357490283,-0.012032991350838943,-0.016157499264026542,-0.0069450514069919755
NM,composition,4,ukr_rus_suspended,3,0.004115591286699287,-0.006720629368705544,0.010121227680951583,-0.00370670027203035,-0.008863979783551579,0.00010707625027361889
NM,composition,5,covid,3,-0.0024872621357211098,-0.008091379445174685,0.0022416768402891973,-0.008591691104845109,-0.00895706168536492,-0.00793369898850882
NM,composition,5,covid_political,3,0.0011690741754583438,-0.0017085802966149144,0.006182968753507989,0.015784679884198034,0.008792178932277572,0.01960943539937343
NM,composition,5,cp_hk,3,0.00030597745230379986,-0.005075842895726934,0.00948022809521909,-0.012045572087225676,-0.019586272897391344,-0.0010156893182075022
NM,composition,5,election2020,3,-0.00351742227415471,-0.012761861702491495,0.0016121631381156298,0.0034590311890816774,-0.01183868961772705,0.01159200503908353
NM,composition,5,facebook_page_reference,3,0.0006493763448634319,-0.003951338652906644,0.005744753075742071,-0.03888218982923075,-0.05095045374727769,-0.029958536570099725
NM,composition,5,midterm,3,0.008646720076886235,0.0036537049830647206,0.013480937480926491,0.01000360917314258,0.007274159069718955,0.013997195232873794
NM,composition,5,twibot20,3,-0.002654094805662551,-0.0032371652537377393,-0.001547244362447353,-0.0037915997121524825,-0.007178764644710345,0.002024092482424411
NM,composition,5,ukr_rus,3,0.008002353902063867,0.0025651718008105062,0.015977167672123982,-0.015781607253341656,-0.01805003552601292,-0.012177546133940731
NM,composition,5,ukr_rus_suspended,3,-0.0016201145347506756,-0.010947280642629953,0.006069282827706357,-0.006776882588178175,-0.016018902433329485,1.1725398315953761e-05
NM,composition,6,covid,3,-0.0038724559020263762,-0.005585265844717524,-0.0030136800360406335,-0.008925737503387801,-0.009918748921361464,-0.0073684445742902005
NM,composition,6,covid_political,3,0.004739201753989082,0.003661500585490307,0.005733380920585618,0.014247586946377733,0.004694004853566303,0.021523453723425345
NM,composition,6,cp_hk,3,-0.008609189247262764,-0.012690491648926105,-0.00551312517845759,-0.008824629025440825,-0.011731017046961112,-0.0042692166635358575
NM,composition,6,election2020,3,-0.00464313555494585,-0.016257179605549843,0.0028803181374210673,0.0016255738634714707,-0.01678447970028596,0.01095053450814576
NM,composition,6,facebook_page_reference,3,-0.0005754265748679396,-0.0078027915680547455,0.005835714696467598,-0.035618442913581516,-0.04208565909287021,-0.0280160731282727
NM,composition,6,midterm,3,0.009545269048990482,0.00731248471928736,0.013272980574903892,0.009871092016212798,0.008110369759044334,0.011690558099198611
NM,composition,6,twibot20,3,-0.0014798970514787364,-0.0023018823272881184,-0.0007986065985144952,-0.0055293160380072886,-0.008676650332308244,-0.0021298645556656615
NM,composition,6,ukr_rus,3,0.002304661182608081,-0.0015614487658973664,0.006602175893454576,-0.01698414877456733,-0.01959594967721534,-0.012810366866232381
NM,composition,6,ukr_rus_suspended,3,0.008474064284357596,0.005101574426409905,0.010867496468554894,0.07681881755704627,0.07243587641880445,0.0796608097251803
NM,composition,7,covid,3,-0.002592858272494077,-0.004059051919257595,0.00024711140270894383,-0.00751027416908893,-0.008956901917512639,-0.006775988244462461
NM,composition,7,covid_political,3,0.004543264980973831,-1.942193371151646e-05,0.010991621428522724,0.010741737610535576,0.004784028694547193,0.014082353279508686
NM,composition,7,cp_hk,3,0.001990092531474715,-0.01762953626698449,0.011945064177458331,0.0067731839943664385,-0.01328280547569527,0.01794105233817278
NM,composition,7,election2020,3,-0.0026249398673630444,-0.01988890910970742,0.009022180239359634,0.0006403592811232336,-0.018126846318957557,0.010537649160143991
NM,composition,7,facebook_page_reference,3,-0.011175158288743603,-0.020760446992413528,-0.0006012598673501568,-0.04249973278849506,-0.05310830206706607,-0.033371163373705826
NM,composition,7,midterm,3,0.007078600980312951,0.0027010753236969,0.010244386223540736,0.008442512554227196,0.005660844123226649,0.010333156722715287
NM,composition,7,twibot20,3,-0.0055118048328093305,-0.007854498254841857,-0.0030662525659321815,-0.0069980482488755475,-0.008594897423667258,-0.005285227572780826
NM,composition,7,ukr_rus,3,-0.004265609874579098,-0.007482896317010268,-0.0005432146719134279,-0.018183847451118673,-0.021887421059882395,-0.014940434077690412
NM,composition,7,ukr_rus_suspended,3,0.008841993479893118,0.005868217862885494,0.011022476629279021,0.0771361338224447,0.07291126813011617,0.08332524011874998
NM,composition,8,covid,3,-0.0051514275229297786,-0.010739599014151002,9.258971817194261e-05,-0.011603219527394551,-0.016075871867695435,-0.008325083365385622
NM,composition,8,covid_political,3,0.00036504697982375767,-0.004884418673899105,0.008892456827492401,0.0060211213612464025,2.3750053054771847e-05,0.010776872470460774
NM,composition,8,cp_hk,3,0.021819038911797373,0.012154203584824552,0.03534517260803527,0.015371792891929878,0.010689276799388359,0.019129993997771044
NM,composition,8,election2020,3,0.0012446785795277766,-0.005370435632508608,0.005049363635052262,0.004845691595040817,-0.0020966553139962762,0.009259301081471105
NM,composition,8,facebook_page_reference,3,-0.010582624769758797,-0.02183349201048923,-0.0015641966085322423,-0.02018599487355832,-0.026517107705960274,-0.015285355743320461
NM,composition,8,midterm,3,0.01288541719831271,0.009366146038318535,0.016509769839802124,0.008314214995080893,0.003163224664227582,0.014397979330742383
NM,composition,8,twibot20,3,-0.0026783321552350894,-0.0028936750587376103,-0.0024204129460214663,-0.006234688640097463,-0.009869107021682644,-0.0014435707837685552
NM,composition,8,ukr_rus,3,-0.0005911316908181844,-0.0030006607373552763,0.000809837209767128,-0.02005139598444509,-0.024792553501567616,-0.01445473692883037
NM,composition,8,ukr_rus_suspended,3,0.009111764513213086,0.007174215782647875,0.010434141515315298,0.07010011645569203,0.06332349969052731,0.07598036308398193
NM,exposure,1,covid,3,-0.0009842868508963913,-0.0022059603669176697,0.000679112028801554,0.0,0.0,0.0
NM,exposure,1,covid_political,3,-0.003867874657057365,-0.004469031849126837,-0.0032447720396108215,0.0,0.0,0.0
NM,exposure,1,cp_hk,3,0.005318199218004656,9.592757827925347e-05,0.009268337693707829,0.0,0.0,0.0
NM,exposure,1,election2020,3,0.0016527609350123946,5.5555228529402534e-05,0.0029644327602165177,0.0,0.0,0.0
NM,exposure,1,facebook_page_reference,3,0.0010102988659650054,-0.0045332997694783606,0.005013570155220526,0.0,0.0,0.0
NM,exposure,1,midterm,3,-0.0008874993671402024,-0.0015403095333051953,-3.9801104315673186e-05,0.0,0.0,0.0
NM,exposure,1,twibot20,3,-8.801363437105358e-05,-0.0010140610837386932,0.0015826807624994554,0.0,0.0,0.0
NM,exposure,1,ukr_rus,3,0.0003156349576753185,-0.0009742307937007366,0.001828219424719224,0.0,0.0,0.0
NM,exposure,1,ukr_rus_suspended,3,-0.0006932391060724408,-0.009370934278115639,0.0103800850353023,0.0,0.0,0.0
NM,exposure,2,covid,3,0.0003497859527327544,-0.0007253690697678339,0.001861855079388075,0.0044090592541458085,0.0025398059823048547,0.006095748249141608
NM,exposure,2,covid_political,3,-0.0018743763938261493,-0.004645905275454387,0.0017751769087778202,0.002757070119353555,0.0003505675272009734,0.004534141907746925
NM,exposure,2,cp_hk,3,0.007385095782663738,-0.0036956333565981714,0.017371823047769297,-0.005094401589755419,-0.009575275854132426,0.0035635687839024044
NM,exposure,2,election2020,3,-8.038465090635476e-05,-0.0026667042710314393,0.0012361726541630924,5.372123243256125e-05,-0.0033424513093354147,0.0023781809313545565
NM,exposure,2,facebook_page_reference,3,-0.0060074470509057605,-0.013467179495712744,0.0002215382696567625,-0.01551128909048908,-0.01849158563833131,-0.01192307074864718
NM,exposure,2,midterm,3,-0.0011370953928920475,-0.007848616715135148,0.004840425787301261,-0.0032220012840182832,-0.01603824544226995,0.00484180902612652
NM,exposure,2,twibot20,3,0.0002784715301688001,-0.0009567878712185562,0.0010494280135493472,0.0035309419778114894,0.002838824261193862,0.00399274483494394
NM,exposure,2,ukr_rus,3,-0.004244231766667883,-0.008193662522853029,-0.0008614525027660358,-0.0076371778473542555,-0.011717001460064158,-0.0022928516070048754
NM,exposure,2,ukr_rus_suspended,3,-0.004439115798336372,-0.011164781142925295,0.002162712880934725,-0.00540807831789795,-0.013157813850490419,-0.0008608453575222885
NM,exposure,3,covid,3,0.0017091140893225794,0.00068513442730056,0.0028144110208269124,0.00433159660105505,0.002758426501833222,0.005155009921939735
NM,exposure,3,covid_political,3,0.004112626537966031,0.0016498106649553979,0.007306991774460148,0.006720886833366395,0.006214944521586219,0.007205253222893004
NM,exposure,3,cp_hk,3,-0.0025490210430831883,-0.006380028697265838,0.0004877402864653657,-0.008375461439520135,-0.016624959446917997,-0.00359909301516681
NM,exposure,3,election2020,3,-0.0016198741521872655,-0.002495891198344591,-0.0008284719511012506,-0.0004758358458450222,-0.0017257720574563873,0.0005720231724878344
NM,exposure,3,facebook_page_reference,3,0.0021936897573801017,-0.0012966501301733269,0.007116575624751209,-0.01461503030696587,-0.018854383764595806,-0.009813494243840926
NM,exposure,3,midterm,3,-0.01577699508703519,-0.018780453725792845,-0.01294782216521495,-0.0022235435544301443,-0.0075208122702851155,0.0030114316392221285
NM,exposure,3,twibot20,3,0.0003652199018047142,-0.00015385438655990402,0.0007315974125917668,0.0026475197967441946,0.0013213505690126137,0.0047076647309051145
NM,exposure,3,ukr_rus,3,0.002681995899741126,-0.0001456819731613379,0.0047908015634822165,-0.007334084392050781,-0.01259245009257881,5.1001844734943624e-05
NM,exposure,3,ukr_rus_suspended,3,-0.002186273797718482,-0.006501920743920309,0.004014401052189975,-0.003489346157088513,-0.016843312910233332,0.007725078484107861
NM,exposure,4,covid,3,0.008785006872082057,0.006384847767051616,0.011304686672386044,0.003246744519449285,0.0007938015049903102,0.005258463443010508
NM,exposure,4,covid_political,3,-0.013642639401315234,-0.01934697614319003,-0.006237245291128901,0.005427261787356234,0.004329455172878638,0.0065042979415806945
NM,exposure,4,cp_hk,3,0.0010795372656023556,-0.0007749641078641512,0.0037236461694214462,-0.007131380276661714,-0.012378782650519948,-0.0030287005435462033
NM,exposure,4,election2020,3,-0.004255288633806901,-0.009413482128888706,0.002446105562407319,0.00020528342075284053,-0.0025531539971802575,0.0016558923940550585
NM,exposure,4,facebook_page_reference,3,0.0036524700022291614,-0.006643692241317889,0.009888858356695063,-0.024156906412935848,-0.02976909314078857,-0.021172758628582145
NM,exposure,4,midterm,3,-0.0039192832292725965,-0.005411061062210121,-0.00216433193491794,-0.0008539402621916548,-0.0066577250930086596,0.0035077500617367585
NM,exposure,4,twibot20,3,0.003145123669927622,-0.00029393270097910484,0.005112308332289595,0.0022960648682838944,-0.0005970149204646003,0.006491170532401891
NM,exposure,4,ukr_rus,3,0.011800920689242952,0.009180038139737778,0.014229548525536151,-0.008908273296794741,-0.01166098254850545,-0.005464391461734164
NM,exposure,4,ukr_rus_suspended,3,0.00617208078903253,-0.0020980203288725185,0.013260030335393358,-0.0020026737702759276,-0.01109618496620779,0.007496073054171215
NM,exposure,5,covid,3,0.01019977723958406,0.006866862033975463,0.012431879427241221,0.0041738477246514956,0.0014410765691734717,0.006074553659592419
NM,exposure,5,covid_political,3,-0.014450532266463275,-0.01791270697253866,-0.012580321575033304,0.005337242924847496,0.00039950705122682173,0.00884632283243647
NM,exposure,5,cp_hk,3,0.008207440833022384,0.0073786143598885134,0.009747196477035036,-0.0037372714714986786,-0.0060335068867124475,-0.001335002773109606
NM,exposure,5,election2020,3,-0.006614090839108355,-0.011905421333751498,-0.0002884679827198644,-4.636085809880027e-05,-0.0016097078378175533,0.0019951901216617163
NM,exposure,5,facebook_page_reference,3,0.022864154335182813,0.021680457427584066,0.0237653387003931,-0.011825847306013956,-0.018021907614565236,-0.003595285169009532
NM,exposure,5,midterm,3,-0.004507601398160939,-0.013875069289371655,0.0033194355580999924,0.0009931103479816998,-0.008367062437123374,0.009303182020954814
NM,exposure,5,twibot20,3,0.004519631396765034,0.0015669084143363765,0.006741479073447798,0.0035506124697424943,0.0024504905459523663,0.005070202652065037
NM,exposure,5,ukr_rus,3,0.016438147345721982,0.012450789035052034,0.02268427541886242,-0.007284559966047118,-0.011697246014386709,-0.0012333539710646102
NM,exposure,5,ukr_rus_suspended,3,0.001528786014322973,-0.0011849019719267773,0.005823654141919321,-0.003980445039683349,-0.014097273623806417,0.004557671218082815
NM,exposure,6,covid,3,0.009455306274223974,0.00768395429370039,0.010591935015272669,0.004480524127053982,0.002871439100682105,0.005740631585833489
NM,exposure,6,covid_political,3,-0.01075443920047788,-0.014544276396433298,-0.005748971714370499,0.0039261154744818505,0.003094987348578493,0.004670046389788185
NM,exposure,6,cp_hk,3,-0.00675705246541695,-0.011375885448236756,0.001059911031832672,-0.006565655008586598,-0.011458512695356582,-0.0010517217647071364
NM,exposure,6,election2020,3,-0.007452447432667819,-0.012085686880966895,-0.001590813713512218,-0.0015924614964773303,-0.003277382768433479,2.1332981942845386e-05
NM,exposure,6,facebook_page_reference,3,0.013040768186707888,0.010840583258661662,0.016173303264310768,-0.017160683619108275,-0.018535888332060102,-0.015356936948052735
NM,exposure,6,midterm,3,-0.005246634364584872,-0.007564799401952094,-0.0036784800989873023,-0.000776988747476263,-0.004954033610464759,0.0017123120954665172
NM,exposure,6,twibot20,3,0.006713178011649353,0.0050945699900045716,0.007805649439493911,0.002832245004588193,0.0013824562916811,0.0052570236140283555
NM,exposure,6,ukr_rus,3,0.010351779634468317,0.008191263812711957,0.013914595253166073,-0.008875776479070674,-0.012637848552616071,-0.004675568520337903
NM,exposure,6,ukr_rus_suspended,3,-0.06270495415647366,-0.06525904680120509,-0.058879307905832845,0.0052873361156361804,-0.003339051926273151,0.012375330513921368
NM,exposure,7,covid,3,0.010190960684955433,0.0062513584378122156,0.012379518596605354,0.005352044242552016,0.0027189950833376164,0.007389875801130152
NM,exposure,7,covid_political,3,-0.0026755491892498373,-0.004179996594615432,-0.00046907170065535464,0.008695092922882989,0.005844640731811346,0.011805729208321347
NM,exposure,7,cp_hk,3,-0.008066130643603434,-0.014301362119872096,-0.001857209616693889,-0.0028762019457032975,-0.005416905742952505,0.0019032393378772827
NM,exposure,7,election2020,3,-0.0023951938782614444,-0.005113447397604665,-0.00031504959895689577,0.0004613817879980016,-0.0011542908076580538,0.002036876651062447
NM,exposure,7,facebook_page_reference,3,0.013998180787682299,0.004290940021646761,0.019107658013530537,-0.012484829179171745,-0.01726827484437765,-0.008764880827103472
NM,exposure,7,midterm,3,-0.005173765562503337,-0.011494870980580774,-0.0015341967001729628,0.0003339686612972015,-0.009697892885098813,0.006069678958804947
NM,exposure,7,twibot20,3,0.005362118295326031,0.004352723592999208,0.0070769194898934185,0.004044360858727207,0.003271388322457436,0.005164030776626749
