model_id,checkpoint_sha256_nm,checkpoint_step_nm,training_revision_nm,sources_nm,checkpoint_sha256_cls,checkpoint_step_cls,training_revision_cls,sources_cls
nmi_composition_r6_s2,dffda679fefcfc993bb3f2a796a36caf45f02fc5753a446be16b4401734f985c,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",dffda679fefcfc993bb3f2a796a36caf45f02fc5753a446be16b4401734f985c,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_composition_r7_s1,705ee5053d397ee2af5da2639189d7e2984cc580f05b25fd65dac4f6ce118dd7,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",705ee5053d397ee2af5da2639189d7e2984cc580f05b25fd65dac4f6ce118dd7,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_composition_r7_s2,152abdaa3d1ed3652ae456d14a71316d376bd08e8886e323e258159ce179aa97,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",152abdaa3d1ed3652ae456d14a71316d376bd08e8886e323e258159ce179aa97,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_composition_r8_s1,edb0a20f360dc6d7e171464c966e4a4f5b4606f915d7f87974c368d5ab04a9d0,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",edb0a20f360dc6d7e171464c966e4a4f5b4606f915d7f87974c368d5ab04a9d0,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_composition_r8_s2,14df715e109b67b9a333f402ffd5030ee147d3adf356df317504f48cc6eebda5,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",14df715e109b67b9a333f402ffd5030ee147d3adf356df317504f48cc6eebda5,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_exposure_r1_s1,2e620cc4fcee6e9bf114e523aad7cf94637920d1a4165adce5a17b3792463fda,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus,2e620cc4fcee6e9bf114e523aad7cf94637920d1a4165adce5a17b3792463fda,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus
nmi_exposure_r1_s2,1d041f1d66fd492d55db5d2ae42a107f10d0e3f041240b1c7f3ef202c3d9e5f0,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus,1d041f1d66fd492d55db5d2ae42a107f10d0e3f041240b1c7f3ef202c3d9e5f0,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus
nmi_exposure_r2_s1,4c946c6f51aa949941624006554863b91711508c77caa2d846b896f8518a2ca8,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid",4c946c6f51aa949941624006554863b91711508c77caa2d846b896f8518a2ca8,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid"
nmi_exposure_r2_s2,fda1ec5b394888ceb33452250e2894aa08480d14cbe614ff9f2ce2969bf5e248,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid",fda1ec5b394888ceb33452250e2894aa08480d14cbe614ff9f2ce2969bf5e248,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid"
nmi_exposure_r3_s1,93320bc13a10a6a85e4a0914dbe4e8a860c61b48e7a15bc05fa4cb9f55d91fda,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm",93320bc13a10a6a85e4a0914dbe4e8a860c61b48e7a15bc05fa4cb9f55d91fda,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm"
nmi_exposure_r3_s2,48d77ef5ab4c29542cbaf882da98e02dd8223a98add13c9aa01b9a14fd0265c0,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm",48d77ef5ab4c29542cbaf882da98e02dd8223a98add13c9aa01b9a14fd0265c0,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm"
nmi_exposure_r4_s1,b3cd64018f1caa03490eaa79086fa491cc45add77f0ca76a80dc55dcf31c95b4,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political",b3cd64018f1caa03490eaa79086fa491cc45add77f0ca76a80dc55dcf31c95b4,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political"
nmi_exposure_r4_s2,e60f6f0d828292994dddc431909851b73ac73e05c08815bbb42a6ad722c13e2d,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political",e60f6f0d828292994dddc431909851b73ac73e05c08815bbb42a6ad722c13e2d,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political"
nmi_exposure_r5_s1,869ca85a62b9310a4d8e745e48a4c4286c4ce419b2b8b60bfe96b522f71f7b99,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020",869ca85a62b9310a4d8e745e48a4c4286c4ce419b2b8b60bfe96b522f71f7b99,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020"
nmi_exposure_r5_s2,460f2bc979136d40ce8cd87905d88371724fbff62a94295937fdb3d0dc57d673,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020",460f2bc979136d40ce8cd87905d88371724fbff62a94295937fdb3d0dc57d673,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020"
nmi_exposure_r6_s1,cbd9539f2aa345d8b3fcd2f4da95e5f281a8bbe2116aad7ba891aee3eaac54b2,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",cbd9539f2aa345d8b3fcd2f4da95e5f281a8bbe2116aad7ba891aee3eaac54b2,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_exposure_r6_s2,164e59be922539232301c5939f1054e1d2fcfae33c3866ba77ed68b50eaaf0b7,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",164e59be922539232301c5939f1054e1d2fcfae33c3866ba77ed68b50eaaf0b7,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_exposure_r7_s1,81d89153eee7eb65e926fc87af1ff157d39eb489f38220add30adb80c757598b,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",81d89153eee7eb65e926fc87af1ff157d39eb489f38220add30adb80c757598b,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_exposure_r7_s2,9a2f6fa98de57c1bd876fa363d03fd08e9090d440157ca24c51ae3e44db51e1a,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",9a2f6fa98de57c1bd876fa363d03fd08e9090d440157ca24c51ae3e44db51e1a,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_exposure_r8_s1,d71aa02c88f2b0bd0b991d79f2ddfb00b4636b632ac700ff45452e0df1a2437e,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",d71aa02c88f2b0bd0b991d79f2ddfb00b4636b632ac700ff45452e0df1a2437e,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_exposure_r8_s2,63e5cdf48cf94c54636472930fbd01fed69ab7d121573838aaeda605159e148f,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",63e5cdf48cf94c54636472930fbd01fed69ab7d121573838aaeda605159e148f,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_objective_r1_s1,b609ebcd79e626742bd2b3271402bd05607671ccb0a6537a9d2b07bedfa033bf,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus,b609ebcd79e626742bd2b3271402bd05607671ccb0a6537a9d2b07bedfa033bf,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus
nmi_objective_r1_s2,d8f8fc35c27036157e54d1d02095f8f691048766b71af01578159023a50b9764,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus,d8f8fc35c27036157e54d1d02095f8f691048766b71af01578159023a50b9764,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus
nmi_objective_r2_s1,99505cc7d3bd8890b7a254ca8bf2c852e39da9cad277a5471c0c6955df382523,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid",99505cc7d3bd8890b7a254ca8bf2c852e39da9cad277a5471c0c6955df382523,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid"
nmi_objective_r2_s2,4d8665a5846461e9e76d6ff5d5579808e754537ec43b71429e947cbb48592577,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid",4d8665a5846461e9e76d6ff5d5579808e754537ec43b71429e947cbb48592577,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid"
nmi_objective_r3_s1,f38a84f9ee007d9386bc30ecc516243c1bf6f63b4d1aba1e45011b37eb1fe870,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm",f38a84f9ee007d9386bc30ecc516243c1bf6f63b4d1aba1e45011b37eb1fe870,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm"
nmi_objective_r3_s2,2416baf0e429582521e471dda1f25613cc70933ddede2061b5bcdd54d46fb878,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm",2416baf0e429582521e471dda1f25613cc70933ddede2061b5bcdd54d46fb878,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm"
nmi_objective_r4_s1,681d1445f524d754c72a4ec3bdb743a768dac30f34e3621f4f21207cabb82b06,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political",681d1445f524d754c72a4ec3bdb743a768dac30f34e3621f4f21207cabb82b06,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political"
nmi_objective_r4_s2,717fa28be6d8750c4637e84e7291f04fa4774abb8d31dd7544c0f4619e2c5443,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political",717fa28be6d8750c4637e84e7291f04fa4774abb8d31dd7544c0f4619e2c5443,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political"
nmi_objective_r5_s1,93a8d403fa44da10bd1884f0e431fb032d78932957b55753049f055b7f28d313,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020",93a8d403fa44da10bd1884f0e431fb032d78932957b55753049f055b7f28d313,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020"
nmi_objective_r5_s2,eeaa5b044bd3dfabce1f5710539beebf4f18b19a7828f1a8aa29baf57fde71a1,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020",eeaa5b044bd3dfabce1f5710539beebf4f18b19a7828f1a8aa29baf57fde71a1,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020"
nmi_objective_r6_s1,6282a2f40ac5688db367ef5a190f1a7fc665e65d1c3bcc4bb823757d27d08bef,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",6282a2f40ac5688db367ef5a190f1a7fc665e65d1c3bcc4bb823757d27d08bef,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_objective_r6_s2,1dbef568a65507e400cd1eb7eb499c91360855d8ecbdc339e702fdc5e2b746e5,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",1dbef568a65507e400cd1eb7eb499c91360855d8ecbdc339e702fdc5e2b746e5,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_objective_r7_s1,3955e73a471dc0fc146cad878515129df95dfb3ba53a97cca3119e318632c862,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",3955e73a471dc0fc146cad878515129df95dfb3ba53a97cca3119e318632c862,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_objective_r7_s2,6d24762166864864883154592286679c707e5604b28e6a39c390fabc5844b45d,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",6d24762166864864883154592286679c707e5604b28e6a39c390fabc5844b45d,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_objective_r8_s1,dbd56d8603232ea742a135b5a460b524eeaa79f3ae46b82075f4a937797d0f07,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",dbd56d8603232ea742a135b5a460b524eeaa79f3ae46b82075f4a937797d0f07,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_objective_r8_s2,2512ab24ef88591d78f57415d2126b44a3c04eeba45573632d9499441efde6a5,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2512ab24ef88591d78f57415d2126b44a3c04eeba45573632d9499441efde6a5,4000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_schedule_r1_s1,1a46fea298012828ab47e099f2e53cea62b473fcbbb9274196fe3aa4856203ba,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus,1a46fea298012828ab47e099f2e53cea62b473fcbbb9274196fe3aa4856203ba,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus
nmi_schedule_r1_s2,dcf9f26a9a5f7b4e748f5053311e63a2510fb5e01414821a5229bfee8eb6c5bb,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus,dcf9f26a9a5f7b4e748f5053311e63a2510fb5e01414821a5229bfee8eb6c5bb,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,ukr_rus
nmi_schedule_r2_s1,bc945d23c9e8d3caaf3e773828739f5d2b5cf1d000fe1e7ff24c92496658acc5,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid",bc945d23c9e8d3caaf3e773828739f5d2b5cf1d000fe1e7ff24c92496658acc5,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid"
nmi_schedule_r2_s2,7b057ed3eb83359c170c6ec7fdc9576f553ba1af4ed8856c85ee9b7da730ef82,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid",7b057ed3eb83359c170c6ec7fdc9576f553ba1af4ed8856c85ee9b7da730ef82,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid"
nmi_schedule_r3_s1,b1a83bc3b3e749a1365cb6dafcaf39d9d72f3c6da48f1a517faeffbd870bdca1,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm",b1a83bc3b3e749a1365cb6dafcaf39d9d72f3c6da48f1a517faeffbd870bdca1,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm"
nmi_schedule_r3_s2,f00bc50db32415bc835d392cb1f55880b8d44c70f9b220dba0b99a68c32f6452,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm",f00bc50db32415bc835d392cb1f55880b8d44c70f9b220dba0b99a68c32f6452,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm"
nmi_schedule_r4_s1,98256f87a7e863c128094669fc951565e38ade23f09100f440417aa95b72d411,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political",98256f87a7e863c128094669fc951565e38ade23f09100f440417aa95b72d411,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political"
nmi_schedule_r4_s2,1dc972fc67fd92d589b6e5d040653a7c8f6fbbc26b0c263a555d8210dbc10199,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political",1dc972fc67fd92d589b6e5d040653a7c8f6fbbc26b0c263a555d8210dbc10199,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political"
nmi_schedule_r5_s1,264fe0a1140481b00b25151d4adeed36da4802a80ff5f0eb9284e4d086ab24f2,2000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020",264fe0a1140481b00b25151d4adeed36da4802a80ff5f0eb9284e4d086ab24f2,2000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020"
nmi_schedule_r5_s2,b27908f980cbbeebfdcc82dbea4db537ade5d80067bd7f30e4fcfe5d794a5ab9,2000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020",b27908f980cbbeebfdcc82dbea4db537ade5d80067bd7f30e4fcfe5d794a5ab9,2000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020"
nmi_schedule_r6_s1,01e3df6df95617e398d3ff4dba91f7da9f8c05a1bd1a223c43a7c9be6e7996aa,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",01e3df6df95617e398d3ff4dba91f7da9f8c05a1bd1a223c43a7c9be6e7996aa,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_schedule_r6_s2,332be1c6cb9b41af74ca9a55da911d1ab1f12f273f95c670e5800ad7b065ef4b,2000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",332be1c6cb9b41af74ca9a55da911d1ab1f12f273f95c670e5800ad7b065ef4b,2000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended"
nmi_schedule_r7_s1,bdc5f55fb87c6dbc08a3fcba9af2c735082a6e58f6b46aa28716e28e9babe331,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",bdc5f55fb87c6dbc08a3fcba9af2c735082a6e58f6b46aa28716e28e9babe331,8000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_schedule_r7_s2,26a602470ec412d0cbb9e3af9246355e5668464cd87411cb704f7ad54315eab5,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk",26a602470ec412d0cbb9e3af9246355e5668464cd87411cb704f7ad54315eab5,10000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk"
nmi_schedule_r8_s1,39edd1a83d0488139798486449bd6e752ba401848cf69deaebbdbcdbbc7f05a9,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",39edd1a83d0488139798486449bd6e752ba401848cf69deaebbdbcdbbc7f05a9,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
nmi_schedule_r8_s2,7dcb30ca042bedd3e1f0cb9ef4eb933a9cf42e44741502ff2bbcdfe4c0cd1d06,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",7dcb30ca042bedd3e1f0cb9ef4eb933a9cf42e44741502ff2bbcdfe4c0cd1d06,6000,f6593005900fead88a6a339d4c6f0e6e8ab68438,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference"
